# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2659,0.1797,0.746,0.003,0.214
0.2,0.03,0.0468,0.2623,0.1808,0.746,0.003,0.209
0.4,0.06,0.0917,0.2584,0.1817,0.746,0.003,0.205
0.6,0.10,0.1348,0.2541,0.1823,0.746,0.003,0.205
0.8,0.13,0.1761,0.2493,0.1827,0.746,0.003,0.200
1.0,0.16,0.2156,0.2442,0.1826,0.746,0.003,0.196
1.2,0.19,0.2533,0.2385,0.1822,0.746,0.003,0.191
1.4,0.23,0.2892,0.2323,0.1813,0.746,0.003,0.187
1.6,0.26,0.3234,0.2256,0.1800,0.746,0.003,0.178
1.8,0.29,0.3558,0.2184,0.1781,0.746,0.003,0.173
2.0,0.32,0.3864,0.2106,0.1758,0.746,0.003,0.169
2.3,0.35,0.4150,0.2024,0.1731,0.746,0.003,0.160
2.5,0.39,0.4415,0.1938,0.1699,0.746,0.003,0.156
2.7,0.42,0.4657,0.1847,0.1663,0.746,0.003,0.147
2.9,0.45,0.4875,0.1753,0.1623,0.746,0.003,0.138
3.1,0.48,0.5066,0.1654,0.1580,0.746,0.003,0.133
3.3,0.52,0.5226,0.1553,0.1533,0.746,0.002,0.125
3.5,0.55,0.5351,0.1448,0.1483,0.746,0.002,0.116
3.7,0.58,0.5438,0.1339,0.1430,0.746,0.002,0.107
3.9,0.61,0.5480,0.1228,0.1373,0.746,0.002,0.098
4.1,0.65,0.5470,0.1114,0.1314,0.746,0.002,0.089
4.3,0.68,0.5399,0.0997,0.1251,0.746,0.002,0.080
4.5,0.71,0.5256,0.0878,0.1185,0.746,0.002,0.071
4.7,0.74,0.5027,0.0757,0.1116,0.746,0.002,0.062
4.9,0.77,0.4693,0.0634,0.1045,0.746,0.002,0.049
5.1,0.81,0.4229,0.0510,0.0972,0.746,0.002,0.040
5.3,0.84,0.3604,0.0385,0.0896,0.746,0.001,0.031
5.5,0.87,0.2772,0.0260,0.0817,0.746,0.001,0.022
5.7,0.90,0.1668,0.0136,0.0738,0.746,0.001,0.009
5.9,0.94,0.0183,0.0013,0.0656,0.000,0.001,0.000
