# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2755,0.1603,591.340,0.209,17.797
1.9,0.03,0.0565,0.2720,0.1620,598.051,0.211,17.570
3.8,0.07,0.1103,0.2681,0.1634,603.271,0.213,17.317
5.8,0.10,0.1616,0.2638,0.1647,607.745,0.215,17.037
7.7,0.13,0.2104,0.2589,0.1655,610.728,0.216,16.725
9.6,0.17,0.2569,0.2535,0.1660,612.965,0.217,16.374
11.5,0.20,0.3010,0.2476,0.1660,612.965,0.217,15.991
13.5,0.24,0.3430,0.2410,0.1654,610.728,0.216,15.564
15.4,0.27,0.3829,0.2338,0.1643,606.254,0.214,15.102
17.3,0.30,0.4208,0.2260,0.1626,600.288,0.212,14.599
19.2,0.34,0.4568,0.2176,0.1602,591.340,0.209,14.056
21.1,0.37,0.4908,0.2087,0.1573,580.900,0.205,13.478
23.1,0.40,0.5228,0.1993,0.1538,567.478,0.201,12.869
25.0,0.44,0.5528,0.1894,0.1498,553.309,0.196,12.233
26.9,0.47,0.5806,0.1791,0.1453,536.158,0.190,11.570
28.8,0.50,0.6061,0.1684,0.1402,517.516,0.183,10.880
30.8,0.54,0.6291,0.1574,0.1346,496.636,0.176,10.164
32.7,0.57,0.6493,0.1460,0.1285,474.265,0.168,9.430
34.6,0.61,0.6663,0.1342,0.1220,450.403,0.159,8.670
36.5,0.64,0.6796,0.1222,0.1149,424.303,0.150,7.891
38.4,0.67,0.6885,0.1099,0.1074,395.967,0.140,7.099
40.4,0.71,0.6919,0.0973,0.0994,366.884,0.130,6.285
42.3,0.74,0.6884,0.0846,0.0909,335.565,0.119,5.462
44.2,0.77,0.6757,0.0717,0.0820,302.754,0.107,4.631
46.1,0.81,0.6505,0.0587,0.0728,268.452,0.095,3.790
48.1,0.84,0.6071,0.0456,0.0631,233.404,0.082,2.945
50.0,0.87,0.5353,0.0326,0.0532,196.119,0.069,2.104
51.9,0.91,0.4151,0.0196,0.0430,158.834,0.056,1.268
53.8,0.94,0.1963,0.0068,0.0324,119.312,0.042,0.436
