# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2739,0.1595,413.863,0.165,13.976
1.7,0.03,0.0553,0.2704,0.1611,417.592,0.166,13.798
3.3,0.07,0.1082,0.2666,0.1625,421.320,0.168,13.603
5.0,0.10,0.1585,0.2623,0.1637,424.303,0.169,13.385
6.7,0.13,0.2065,0.2575,0.1645,426.540,0.170,13.140
8.4,0.16,0.2521,0.2523,0.1650,428.032,0.170,12.873
10.0,0.20,0.2956,0.2465,0.1650,428.032,0.170,12.580
11.7,0.23,0.3369,0.2401,0.1645,426.540,0.170,12.255
13.4,0.26,0.3763,0.2331,0.1635,423.558,0.169,11.899
15.1,0.30,0.4137,0.2256,0.1618,419.829,0.167,11.512
16.8,0.33,0.4492,0.2175,0.1597,413.863,0.165,11.098
18.4,0.36,0.4827,0.2089,0.1570,407.152,0.162,10.658
20.1,0.40,0.5144,0.1998,0.1537,398.204,0.159,10.195
21.8,0.43,0.5440,0.1903,0.1499,388.510,0.155,9.710
23.5,0.46,0.5716,0.1804,0.1457,377.324,0.150,9.203
25.1,0.49,0.5969,0.1700,0.1409,365.393,0.145,8.678
26.8,0.53,0.6198,0.1594,0.1357,351.970,0.140,8.136
28.5,0.56,0.6401,0.1484,0.1300,337.056,0.134,7.571
30.2,0.59,0.6573,0.1371,0.1238,320.651,0.128,6.993
31.8,0.63,0.6711,0.1255,0.1171,303.500,0.121,6.401
33.5,0.66,0.6807,0.1136,0.1100,285.603,0.114,5.796
35.2,0.69,0.6854,0.1014,0.1025,265.469,0.106,5.178
36.9,0.73,0.6839,0.0891,0.0945,245.335,0.098,4.546
38.5,0.76,0.6745,0.0766,0.0862,223.710,0.089,3.910
40.2,0.79,0.6544,0.0640,0.0774,200.593,0.080,3.265
41.9,0.82,0.6195,0.0513,0.0683,176.731,0.070,2.616
43.6,0.86,0.5628,0.0386,0.0588,152.123,0.061,1.971
45.2,0.89,0.4713,0.0260,0.0491,127.515,0.051,1.326
46.9,0.92,0.3180,0.0135,0.0391,101.415,0.040,0.689
48.6,0.96,0.0245,0.0007,0.0286,73.824,0.029,0.036
