# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2682,0.1638,22.371,0.024,1.926
0.6,0.03,0.0543,0.2645,0.1652,22.371,0.024,1.899
1.3,0.07,0.1061,0.2604,0.1664,23.117,0.024,1.868
1.9,0.10,0.1555,0.2559,0.1673,23.117,0.024,1.837
2.6,0.14,0.2026,0.2508,0.1679,23.117,0.024,1.802
3.2,0.17,0.2474,0.2453,0.1681,23.117,0.024,1.761
3.9,0.20,0.2900,0.2392,0.1678,23.117,0.024,1.717
4.5,0.24,0.3304,0.2325,0.1670,23.117,0.024,1.668
5.2,0.27,0.3688,0.2253,0.1657,22.371,0.024,1.615
5.8,0.31,0.4051,0.2174,0.1638,22.371,0.024,1.561
6.5,0.34,0.4392,0.2090,0.1614,22.371,0.023,1.499
7.1,0.37,0.4713,0.2001,0.1584,21.625,0.023,1.437
7.8,0.41,0.5010,0.1908,0.1549,20.880,0.022,1.370
8.4,0.44,0.5284,0.1810,0.1510,20.880,0.022,1.299
9.0,0.47,0.5532,0.1708,0.1466,20.134,0.021,1.228
9.7,0.51,0.5751,0.1603,0.1417,19.388,0.021,1.152
10.3,0.54,0.5938,0.1493,0.1364,18.642,0.020,1.072
11.0,0.58,0.6090,0.1381,0.1307,17.897,0.019,0.992
11.6,0.61,0.6201,0.1265,0.1245,17.151,0.018,0.907
12.3,0.64,0.6263,0.1146,0.1179,16.405,0.017,0.823
12.9,0.68,0.6267,0.1024,0.1109,14.914,0.016,0.734
13.6,0.71,0.6200,0.0901,0.1034,14.168,0.015,0.645
14.2,0.75,0.6044,0.0775,0.0956,13.423,0.014,0.556
14.9,0.78,0.5774,0.0647,0.0874,11.931,0.013,0.463
15.5,0.81,0.5353,0.0519,0.0789,10.440,0.011,0.374
16.1,0.85,0.4724,0.0391,0.0701,9.694,0.010,0.280
16.8,0.88,0.3795,0.0263,0.0610,8.203,0.009,0.187
17.4,0.92,0.2402,0.0136,0.0517,6.711,0.007,0.098
18.1,0.95,0.0184,0.0008,0.0420,5.966,0.006,0.004
