# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2795,0.1629,1097.670,0.318,26.970
2.4,0.03,0.0574,0.2761,0.1648,1110.347,0.321,26.636
4.8,0.07,0.1121,0.2722,0.1664,1121.533,0.324,26.262
7.2,0.10,0.1641,0.2678,0.1677,1130.481,0.327,25.840
9.6,0.14,0.2136,0.2630,0.1687,1137.192,0.329,25.373
12.0,0.17,0.2606,0.2575,0.1692,1140.921,0.330,24.843
14.4,0.21,0.3054,0.2514,0.1693,1140.921,0.330,24.256
16.8,0.24,0.3479,0.2447,0.1687,1136.447,0.329,23.607
19.1,0.27,0.3883,0.2373,0.1675,1128.990,0.327,22.891
21.5,0.31,0.4267,0.2292,0.1656,1116.313,0.323,22.112
23.9,0.34,0.4631,0.2204,0.1631,1099.162,0.318,21.267
26.3,0.38,0.4976,0.2112,0.1599,1077.536,0.312,20.373
28.7,0.41,0.5302,0.2013,0.1562,1052.183,0.304,19.425
31.1,0.45,0.5606,0.1911,0.1518,1023.100,0.296,18.433
33.5,0.48,0.5890,0.1803,0.1469,989.544,0.286,17.397
35.9,0.51,0.6150,0.1691,0.1414,952.259,0.276,16.321
38.3,0.55,0.6385,0.1576,0.1353,911.991,0.264,15.204
40.7,0.58,0.6591,0.1457,0.1287,867.249,0.251,14.052
43.1,0.62,0.6765,0.1334,0.1216,819.524,0.237,12.869
45.5,0.65,0.6901,0.1208,0.1139,768.071,0.222,11.654
47.9,0.69,0.6990,0.1079,0.1058,712.889,0.206,10.409
50.3,0.72,0.7021,0.0948,0.0971,654.724,0.189,9.141
52.7,0.75,0.6975,0.0814,0.0880,592.831,0.172,7.856
55.0,0.79,0.6827,0.0679,0.0784,528.701,0.153,6.552
57.4,0.82,0.6531,0.0543,0.0684,460.843,0.133,5.240
59.8,0.86,0.6011,0.0407,0.0580,390.747,0.113,3.928
62.2,0.89,0.5115,0.0272,0.0474,319.160,0.092,2.624
64.6,0.93,0.3498,0.0138,0.0364,245.335,0.071,1.326
67.0,0.96,-0.0042,-0.0001,0.0247,166.291,0.048,-0.009
