# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2673,0.1685,6.711,0.011,0.854
0.4,0.03,0.0523,0.2636,0.1698,6.711,0.011,0.841
0.9,0.07,0.1023,0.2595,0.1710,6.711,0.011,0.827
1.3,0.10,0.1500,0.2550,0.1718,6.711,0.011,0.814
1.7,0.13,0.1955,0.2500,0.1723,6.711,0.011,0.796
2.1,0.17,0.2389,0.2445,0.1724,6.711,0.011,0.778
2.6,0.20,0.2802,0.2384,0.1720,6.711,0.011,0.761
3.0,0.24,0.3194,0.2318,0.1712,6.711,0.011,0.738
3.4,0.27,0.3566,0.2246,0.1698,6.711,0.011,0.716
3.8,0.30,0.3917,0.2169,0.1678,6.711,0.011,0.694
4.3,0.34,0.4248,0.2086,0.1654,6.711,0.011,0.667
4.7,0.37,0.4558,0.1998,0.1624,6.711,0.011,0.636
5.1,0.40,0.4845,0.1905,0.1590,6.711,0.010,0.609
5.6,0.44,0.5107,0.1809,0.1551,5.966,0.010,0.578
6.0,0.47,0.5343,0.1708,0.1508,5.966,0.010,0.543
6.4,0.51,0.5549,0.1603,0.1460,5.966,0.009,0.512
6.8,0.54,0.5723,0.1495,0.1408,5.966,0.009,0.476
7.3,0.57,0.5859,0.1383,0.1352,5.220,0.009,0.440
7.7,0.61,0.5953,0.1268,0.1292,5.220,0.008,0.405
8.1,0.64,0.5996,0.1150,0.1228,5.220,0.008,0.365
8.6,0.67,0.5980,0.1030,0.1160,4.474,0.007,0.329
9.0,0.71,0.5892,0.0907,0.1089,4.474,0.007,0.289
9.4,0.74,0.5715,0.0782,0.1013,4.474,0.007,0.249
9.8,0.77,0.5426,0.0655,0.0935,3.728,0.006,0.209
10.3,0.81,0.4993,0.0527,0.0853,3.728,0.006,0.169
10.7,0.84,0.4367,0.0398,0.0768,2.983,0.005,0.129
11.1,0.88,0.3477,0.0270,0.0681,2.983,0.004,0.085
11.6,0.91,0.2203,0.0143,0.0592,2.237,0.004,0.044
12.0,0.94,0.0310,0.0016,0.0500,2.237,0.003,0.004
