# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2705,0.1596,122.295,0.073,6.134
1.1,0.03,0.0555,0.2668,0.1612,123.786,0.074,6.054
2.3,0.07,0.1084,0.2628,0.1625,124.532,0.074,5.961
3.4,0.10,0.1588,0.2584,0.1635,125.278,0.075,5.863
4.5,0.13,0.2068,0.2535,0.1642,126.023,0.075,5.752
5.7,0.17,0.2524,0.2481,0.1646,126.023,0.075,5.627
6.8,0.20,0.2959,0.2421,0.1644,126.023,0.075,5.489
7.9,0.23,0.3372,0.2356,0.1638,126.023,0.075,5.342
9.1,0.27,0.3764,0.2284,0.1626,125.278,0.075,5.182
10.2,0.30,0.4135,0.2207,0.1609,123.786,0.074,5.004
11.3,0.33,0.4487,0.2125,0.1586,121.549,0.073,4.817
12.5,0.37,0.4818,0.2037,0.1558,119.312,0.071,4.622
13.6,0.40,0.5128,0.1945,0.1524,117.075,0.070,4.413
14.7,0.44,0.5416,0.1848,0.1486,114.092,0.068,4.195
15.9,0.47,0.5681,0.1748,0.1443,111.109,0.066,3.963
17.0,0.50,0.5921,0.1644,0.1395,107.381,0.064,3.728
18.1,0.54,0.6133,0.1536,0.1342,102.907,0.062,3.483
19.3,0.57,0.6314,0.1425,0.1285,98.432,0.059,3.229
20.4,0.60,0.6460,0.1310,0.1223,93.958,0.056,2.971
21.6,0.64,0.6566,0.1193,0.1157,88.738,0.053,2.705
22.7,0.67,0.6622,0.1073,0.1086,83.518,0.050,2.433
23.8,0.70,0.6619,0.0951,0.1011,77.553,0.046,2.157
25.0,0.74,0.6541,0.0827,0.0932,71.587,0.043,1.877
26.1,0.77,0.6367,0.0701,0.0849,64.876,0.039,1.592
27.2,0.80,0.6063,0.0575,0.0762,58.165,0.035,1.303
28.4,0.84,0.5578,0.0448,0.0672,51.453,0.031,1.014
29.5,0.87,0.4826,0.0321,0.0579,44.742,0.027,0.730
30.6,0.90,0.3648,0.0195,0.0483,37.285,0.022,0.440
31.8,0.94,0.1699,0.0070,0.0385,29.828,0.018,0.160
