# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2744,0.1597,468.300,0.179,15.195
1.8,0.03,0.0566,0.2709,0.1614,472.774,0.181,14.999
3.6,0.07,0.1105,0.2669,0.1628,477.248,0.182,14.781
5.4,0.10,0.1619,0.2625,0.1640,480.231,0.184,14.537
7.1,0.13,0.2107,0.2576,0.1649,483.214,0.185,14.265
8.9,0.17,0.2572,0.2522,0.1653,483.959,0.185,13.967
10.7,0.20,0.3014,0.2462,0.1652,483.959,0.185,13.634
12.5,0.24,0.3434,0.2396,0.1647,482.468,0.184,13.269
14.3,0.27,0.3833,0.2324,0.1635,479.485,0.183,12.869
16.1,0.30,0.4212,0.2246,0.1618,474.265,0.181,12.437
17.8,0.34,0.4571,0.2162,0.1594,466.808,0.178,11.970
19.6,0.37,0.4911,0.2072,0.1565,458.605,0.175,11.476
21.4,0.40,0.5230,0.1978,0.1530,448.166,0.171,10.956
23.2,0.44,0.5528,0.1880,0.1490,436.980,0.167,10.409
25.0,0.47,0.5804,0.1777,0.1445,423.558,0.162,9.839
26.8,0.51,0.6057,0.1670,0.1394,408.644,0.156,9.248
28.5,0.54,0.6283,0.1560,0.1339,392.238,0.150,8.638
30.3,0.57,0.6481,0.1446,0.1278,374.341,0.143,8.007
32.1,0.61,0.6646,0.1329,0.1213,355.699,0.136,7.357
33.9,0.64,0.6773,0.1208,0.1143,334.819,0.128,6.690
35.7,0.67,0.6854,0.1085,0.1068,313.194,0.120,6.010
37.5,0.71,0.6878,0.0960,0.0988,289.332,0.111,5.316
39.2,0.74,0.6831,0.0833,0.0904,264.723,0.101,4.613
41.0,0.78,0.6689,0.0704,0.0816,239.370,0.091,3.901
42.8,0.81,0.6417,0.0574,0.0724,212.524,0.081,3.180
44.6,0.84,0.5956,0.0444,0.0628,184.188,0.070,2.460
46.4,0.88,0.5202,0.0314,0.0530,155.106,0.059,1.739
48.2,0.91,0.3947,0.0186,0.0428,125.278,0.048,1.028
50.0,0.94,0.1671,0.0057,0.0323,94.704,0.036,0.316
