# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2685,0.1628,30.574,0.029,2.380
0.7,0.03,0.0529,0.2649,0.1642,30.574,0.029,2.349
1.4,0.07,0.1035,0.2610,0.1654,31.319,0.030,2.313
2.1,0.10,0.1517,0.2567,0.1663,31.319,0.030,2.273
2.8,0.13,0.1978,0.2519,0.1669,31.319,0.030,2.233
3.5,0.16,0.2417,0.2466,0.1672,31.319,0.030,2.184
4.2,0.20,0.2835,0.2408,0.1670,31.319,0.030,2.135
4.9,0.23,0.3233,0.2345,0.1664,31.319,0.030,2.077
5.6,0.26,0.3611,0.2276,0.1653,31.319,0.030,2.015
6.2,0.29,0.3970,0.2201,0.1636,30.574,0.029,1.948
6.9,0.33,0.4309,0.2122,0.1614,30.574,0.029,1.882
7.6,0.36,0.4628,0.2038,0.1587,29.828,0.028,1.806
8.3,0.39,0.4927,0.1949,0.1556,29.082,0.028,1.726
9.0,0.43,0.5204,0.1856,0.1520,28.337,0.027,1.646
9.7,0.46,0.5458,0.1759,0.1479,27.591,0.026,1.557
10.4,0.49,0.5687,0.1659,0.1434,26.845,0.026,1.468
11.1,0.52,0.5888,0.1555,0.1385,26.099,0.025,1.379
11.8,0.56,0.6058,0.1448,0.1332,24.608,0.024,1.281
12.5,0.59,0.6194,0.1337,0.1274,23.862,0.023,1.183
13.2,0.62,0.6289,0.1224,0.1212,22.371,0.022,1.085
13.9,0.66,0.6337,0.1108,0.1147,21.625,0.021,0.983
14.6,0.69,0.6328,0.0990,0.1077,20.134,0.019,0.876
15.3,0.72,0.6249,0.0870,0.1004,18.642,0.018,0.770
16.0,0.75,0.6083,0.0748,0.0927,17.151,0.017,0.663
16.7,0.79,0.5805,0.0625,0.0846,15.660,0.015,0.552
17.3,0.82,0.5376,0.0500,0.0763,14.168,0.014,0.445
18.0,0.85,0.4741,0.0376,0.0676,12.677,0.012,0.334
18.7,0.89,0.3807,0.0253,0.0587,11.185,0.011,0.222
19.4,0.92,0.2406,0.0130,0.0496,8.948,0.009,0.116
20.1,0.95,0.0163,0.0007,0.0402,7.457,0.007,0.004
