# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2676,0.1666,10.440,0.015,1.161
0.5,0.03,0.0527,0.2639,0.1679,10.440,0.015,1.148
1.0,0.07,0.1031,0.2599,0.1691,11.185,0.015,1.130
1.5,0.10,0.1512,0.2554,0.1699,11.185,0.015,1.108
2.0,0.13,0.1970,0.2504,0.1705,11.185,0.015,1.085
2.5,0.17,0.2407,0.2450,0.1706,11.185,0.015,1.063
3.0,0.20,0.2823,0.2390,0.1703,11.185,0.015,1.036
3.5,0.23,0.3218,0.2324,0.1695,11.185,0.015,1.010
4.0,0.27,0.3593,0.2253,0.1682,11.185,0.015,0.979
4.5,0.30,0.3948,0.2176,0.1663,10.440,0.015,0.943
5.0,0.34,0.4282,0.2093,0.1639,10.440,0.014,0.907
5.5,0.37,0.4595,0.2006,0.1610,10.440,0.014,0.872
6.0,0.40,0.4886,0.1914,0.1576,10.440,0.014,0.832
6.5,0.44,0.5153,0.1818,0.1538,9.694,0.013,0.787
7.0,0.47,0.5394,0.1718,0.1495,9.694,0.013,0.747
7.5,0.50,0.5607,0.1614,0.1448,8.948,0.013,0.703
7.9,0.54,0.5789,0.1507,0.1396,8.948,0.012,0.654
8.4,0.57,0.5935,0.1396,0.1341,8.948,0.012,0.605
8.9,0.60,0.6040,0.1282,0.1281,8.203,0.011,0.556
9.4,0.64,0.6097,0.1165,0.1217,7.457,0.011,0.507
9.9,0.67,0.6097,0.1045,0.1150,7.457,0.010,0.454
10.4,0.70,0.6029,0.0923,0.1078,6.711,0.009,0.400
10.9,0.74,0.5877,0.0799,0.1003,6.711,0.009,0.347
11.4,0.77,0.5617,0.0673,0.0924,5.966,0.008,0.294
11.9,0.80,0.5219,0.0546,0.0842,5.220,0.007,0.236
12.4,0.84,0.4635,0.0419,0.0757,5.220,0.007,0.182
12.9,0.87,0.3796,0.0292,0.0670,4.474,0.006,0.125
13.4,0.91,0.2581,0.0165,0.0580,3.728,0.005,0.071
13.9,0.94,0.0762,0.0040,0.0487,2.983,0.004,0.018
