# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2716,0.1592,205.067,0.103,8.687
1.4,0.03,0.0566,0.2680,0.1608,206.559,0.104,8.572
2.7,0.07,0.1105,0.2639,0.1621,208.796,0.105,8.443
4.1,0.10,0.1618,0.2594,0.1632,210.287,0.106,8.296
5.5,0.14,0.2106,0.2545,0.1640,211.033,0.106,8.140
6.8,0.17,0.2570,0.2489,0.1643,211.033,0.106,7.962
8.2,0.20,0.3011,0.2429,0.1642,211.033,0.106,7.767
9.6,0.24,0.3430,0.2362,0.1635,210.287,0.106,7.553
10.9,0.27,0.3828,0.2289,0.1623,208.796,0.105,7.322
12.3,0.31,0.4205,0.2210,0.1605,206.559,0.104,7.068
13.6,0.34,0.4561,0.2126,0.1581,203.576,0.102,6.797
15.0,0.37,0.4897,0.2036,0.1552,199.848,0.100,6.512
16.4,0.41,0.5211,0.1942,0.1517,195.373,0.098,6.210
17.7,0.44,0.5503,0.1843,0.1477,190.153,0.095,5.894
19.1,0.47,0.5772,0.1740,0.1432,184.188,0.093,5.565
20.5,0.51,0.6015,0.1634,0.1382,177.477,0.089,5.227
21.8,0.54,0.6230,0.1523,0.1327,170.765,0.086,4.871
23.2,0.58,0.6414,0.1409,0.1267,163.308,0.082,4.506
24.6,0.61,0.6562,0.1293,0.1203,154.360,0.078,4.132
25.9,0.64,0.6668,0.1173,0.1134,146.157,0.073,3.750
27.3,0.68,0.6723,0.1050,0.1060,136.463,0.069,3.358
28.7,0.71,0.6715,0.0925,0.0982,126.023,0.063,2.958
30.0,0.75,0.6628,0.0799,0.0899,115.583,0.058,2.553
31.4,0.78,0.6436,0.0670,0.0813,104.398,0.053,2.144
32.8,0.81,0.6101,0.0541,0.0722,93.212,0.047,1.730
34.1,0.85,0.5558,0.0412,0.0629,80.536,0.041,1.317
35.5,0.88,0.4696,0.0283,0.0532,68.604,0.034,0.907
36.8,0.92,0.3294,0.0156,0.0433,55.927,0.028,0.498
38.2,0.95,0.0793,0.0028,0.0329,42.505,0.021,0.089
