# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2774,0.1614,817.287,0.260,22.121
2.1,0.03,0.0561,0.2740,0.1631,826.235,0.263,21.845
4.2,0.07,0.1097,0.2701,0.1647,833.692,0.265,21.538
6.4,0.10,0.1607,0.2659,0.1659,840.404,0.267,21.200
8.5,0.13,0.2093,0.2611,0.1669,844.878,0.269,20.818
10.6,0.17,0.2555,0.2558,0.1674,847.115,0.270,20.395
12.7,0.20,0.2994,0.2499,0.1674,847.861,0.270,19.928
14.9,0.23,0.3413,0.2434,0.1669,844.878,0.269,19.412
17.0,0.27,0.3811,0.2363,0.1658,839.658,0.267,18.843
19.1,0.30,0.4189,0.2285,0.1641,831.455,0.265,18.224
21.2,0.33,0.4549,0.2202,0.1618,819.524,0.261,17.557
23.4,0.37,0.4889,0.2113,0.1589,804.610,0.256,16.850
25.5,0.40,0.5211,0.2019,0.1555,787.459,0.251,16.103
27.6,0.43,0.5512,0.1921,0.1515,766.579,0.244,15.320
29.7,0.47,0.5793,0.1819,0.1469,744.208,0.237,14.501
31.8,0.50,0.6052,0.1712,0.1418,718.109,0.229,13.652
34.0,0.53,0.6287,0.1601,0.1363,689.772,0.220,12.771
36.1,0.57,0.6496,0.1487,0.1302,659.199,0.210,11.859
38.2,0.60,0.6674,0.1370,0.1236,625.642,0.199,10.925
40.3,0.64,0.6817,0.1250,0.1165,589.849,0.188,9.968
42.5,0.67,0.6919,0.1127,0.1089,551.072,0.175,8.985
44.6,0.70,0.6970,0.1001,0.1008,510.804,0.163,7.985
46.7,0.74,0.6956,0.0873,0.0923,467.554,0.149,6.966
48.8,0.77,0.6857,0.0744,0.0834,422.066,0.134,5.934
50.9,0.80,0.6642,0.0613,0.0741,375.087,0.119,4.889
53.1,0.84,0.6259,0.0482,0.0644,325.871,0.104,3.843
55.2,0.87,0.5617,0.0351,0.0543,275.163,0.088,2.798
57.3,0.90,0.4533,0.0221,0.0440,222.964,0.071,1.761
59.4,0.94,0.2571,0.0092,0.0334,169.274,0.054,0.734
