# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2803,0.1636,1205.797,0.339,28.709
2.4,0.03,0.0554,0.2770,0.1654,1218.474,0.342,28.371
4.8,0.07,0.1082,0.2733,0.1670,1230.405,0.346,27.993
7.1,0.10,0.1586,0.2692,0.1683,1240.099,0.348,27.566
9.5,0.13,0.2066,0.2645,0.1693,1247.556,0.350,27.094
11.9,0.17,0.2523,0.2594,0.1699,1252.030,0.352,26.565
14.3,0.20,0.2958,0.2536,0.1700,1253.521,0.352,25.978
16.7,0.23,0.3373,0.2473,0.1696,1250.539,0.351,25.328
19.0,0.26,0.3768,0.2403,0.1686,1243.082,0.349,24.612
21.4,0.30,0.4144,0.2327,0.1670,1231.150,0.346,23.834
23.8,0.33,0.4502,0.2245,0.1648,1214.745,0.341,22.988
26.2,0.36,0.4842,0.2157,0.1620,1193.865,0.335,22.090
28.5,0.40,0.5164,0.2064,0.1585,1168.512,0.328,21.142
30.9,0.43,0.5467,0.1967,0.1546,1139.429,0.320,20.142
33.3,0.46,0.5752,0.1865,0.1500,1105.873,0.311,19.101
35.7,0.50,0.6015,0.1759,0.1450,1068.588,0.300,18.015
38.1,0.53,0.6257,0.1649,0.1394,1027.574,0.289,16.890
40.4,0.56,0.6474,0.1536,0.1333,982.087,0.276,15.729
42.8,0.59,0.6663,0.1419,0.1267,933.616,0.262,14.528
45.2,0.63,0.6821,0.1299,0.1196,881.417,0.248,13.300
47.6,0.66,0.6941,0.1176,0.1120,825.490,0.232,12.041
50.0,0.69,0.7016,0.1050,0.1039,765.834,0.215,10.756
52.3,0.73,0.7033,0.0923,0.0954,703.195,0.197,9.448
54.7,0.76,0.6976,0.0793,0.0864,636.828,0.179,8.122
57.1,0.79,0.6817,0.0662,0.0770,567.478,0.159,6.779
59.5,0.83,0.6514,0.0530,0.0673,495.890,0.139,5.431
61.8,0.86,0.5990,0.0398,0.0572,421.320,0.118,4.079
64.2,0.89,0.5101,0.0267,0.0468,344.513,0.097,2.736
66.6,0.93,0.3515,0.0137,0.0361,266.215,0.075,1.406
69.0,0.96,0.0117,0.0003,0.0248,182.696,0.051,0.031
