# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2688,0.1620,40.268,0.035,2.882
0.8,0.03,0.0533,0.2653,0.1634,41.013,0.035,2.842
1.5,0.07,0.1042,0.2613,0.1646,41.013,0.036,2.802
2.3,0.10,0.1527,0.2570,0.1656,41.013,0.036,2.753
3.1,0.13,0.1991,0.2522,0.1662,41.759,0.036,2.705
3.8,0.16,0.2432,0.2469,0.1665,41.759,0.036,2.647
4.6,0.20,0.2853,0.2411,0.1663,41.759,0.036,2.584
5.3,0.23,0.3253,0.2348,0.1657,41.013,0.036,2.518
6.1,0.26,0.3633,0.2279,0.1646,41.013,0.036,2.442
6.9,0.30,0.3994,0.2204,0.1629,41.013,0.035,2.362
7.6,0.33,0.4335,0.2124,0.1608,40.268,0.035,2.277
8.4,0.36,0.4656,0.2040,0.1581,39.522,0.034,2.189
9.2,0.39,0.4957,0.1951,0.1549,38.776,0.034,2.091
9.9,0.43,0.5237,0.1858,0.1513,38.031,0.033,1.993
10.7,0.46,0.5493,0.1761,0.1472,36.539,0.032,1.886
11.5,0.49,0.5725,0.1661,0.1427,35.794,0.031,1.779
12.2,0.52,0.5929,0.1557,0.1378,34.302,0.030,1.668
13.0,0.56,0.6103,0.1449,0.1324,32.811,0.029,1.552
13.7,0.59,0.6243,0.1339,0.1266,31.319,0.027,1.437
14.5,0.62,0.6342,0.1225,0.1204,29.828,0.026,1.312
15.3,0.66,0.6395,0.1109,0.1138,28.337,0.025,1.188
16.0,0.69,0.6392,0.0991,0.1068,26.845,0.023,1.063
16.8,0.72,0.6320,0.0871,0.0994,24.608,0.022,0.934
17.6,0.75,0.6161,0.0749,0.0917,23.117,0.020,0.801
18.3,0.79,0.5890,0.0625,0.0836,20.880,0.018,0.672
19.1,0.82,0.5468,0.0501,0.0752,18.642,0.016,0.538
19.9,0.85,0.4839,0.0377,0.0664,16.405,0.014,0.405
20.6,0.89,0.3904,0.0253,0.0575,14.168,0.012,0.271
21.4,0.92,0.2487,0.0131,0.0483,11.931,0.011,0.138
22.2,0.95,0.0181,0.0007,0.0387,9.694,0.008,0.009
