# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2679,0.1650,15.660,0.019,1.521
0.6,0.03,0.0541,0.2642,0.1664,15.660,0.019,1.499
1.2,0.07,0.1057,0.2601,0.1676,16.405,0.019,1.477
1.7,0.10,0.1549,0.2555,0.1685,16.405,0.019,1.450
2.3,0.14,0.2018,0.2504,0.1691,16.405,0.019,1.419
2.9,0.17,0.2465,0.2448,0.1692,16.405,0.019,1.388
3.5,0.20,0.2889,0.2387,0.1689,16.405,0.019,1.352
4.0,0.24,0.3292,0.2320,0.1680,16.405,0.019,1.317
4.6,0.27,0.3674,0.2247,0.1667,15.660,0.019,1.272
5.2,0.31,0.4035,0.2167,0.1647,15.660,0.019,1.228
5.8,0.34,0.4374,0.2083,0.1622,15.660,0.019,1.183
6.3,0.37,0.4692,0.1993,0.1592,14.914,0.018,1.130
6.9,0.41,0.4987,0.1899,0.1557,14.914,0.018,1.076
7.5,0.44,0.5257,0.1801,0.1517,14.914,0.017,1.023
8.1,0.48,0.5500,0.1698,0.1473,14.168,0.017,0.965
8.7,0.51,0.5714,0.1592,0.1424,13.423,0.016,0.903
9.2,0.55,0.5896,0.1482,0.1370,13.423,0.016,0.841
9.8,0.58,0.6040,0.1368,0.1312,12.677,0.015,0.774
10.4,0.61,0.6141,0.1252,0.1250,11.931,0.014,0.712
11.0,0.65,0.6191,0.1132,0.1184,11.185,0.014,0.641
11.5,0.68,0.6181,0.1010,0.1113,10.440,0.013,0.574
12.1,0.72,0.6096,0.0885,0.1039,9.694,0.012,0.503
12.7,0.75,0.5919,0.0758,0.0960,8.948,0.011,0.431
13.3,0.78,0.5621,0.0630,0.0878,8.203,0.010,0.356
13.8,0.82,0.5166,0.0501,0.0793,7.457,0.009,0.285
14.4,0.85,0.4493,0.0372,0.0705,6.711,0.008,0.209
15.0,0.89,0.3507,0.0243,0.0614,5.966,0.007,0.138
15.6,0.92,0.2039,0.0115,0.0521,5.220,0.006,0.067
16.2,0.95,-0.0305,-0.0014,0.0423,3.728,0.005,-0.009
