# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2729,0.1592,317.668,0.138,11.703
1.5,0.03,0.0552,0.2694,0.1608,321.397,0.139,11.552
3.1,0.07,0.1080,0.2655,0.1622,323.634,0.141,11.387
4.6,0.10,0.1582,0.2612,0.1633,325.871,0.142,11.201
6.1,0.13,0.2061,0.2565,0.1641,328.108,0.142,10.996
7.7,0.16,0.2517,0.2512,0.1646,328.854,0.143,10.774
9.2,0.20,0.2951,0.2454,0.1645,328.854,0.143,10.524
10.7,0.23,0.3363,0.2390,0.1640,327.362,0.142,10.249
12.3,0.26,0.3756,0.2321,0.1630,325.125,0.141,9.951
13.8,0.30,0.4129,0.2245,0.1614,322.142,0.140,9.626
15.4,0.33,0.4483,0.2164,0.1592,317.668,0.138,9.279
16.9,0.36,0.4817,0.2078,0.1565,312.448,0.136,8.910
18.4,0.40,0.5132,0.1988,0.1533,305.737,0.133,8.523
20.0,0.43,0.5427,0.1893,0.1495,298.280,0.130,8.118
21.5,0.46,0.5700,0.1794,0.1453,290.077,0.126,7.691
23.0,0.49,0.5951,0.1691,0.1406,280.383,0.122,7.251
24.6,0.53,0.6177,0.1585,0.1354,270.689,0.117,6.797
26.1,0.56,0.6376,0.1475,0.1297,258.758,0.112,6.325
27.6,0.59,0.6545,0.1363,0.1236,246.827,0.107,5.845
29.2,0.63,0.6677,0.1247,0.1170,233.404,0.101,5.347
30.7,0.66,0.6768,0.1129,0.1100,219.981,0.095,4.840
32.2,0.69,0.6809,0.1008,0.1025,205.067,0.089,4.324
33.8,0.73,0.6786,0.0885,0.0947,188.662,0.082,3.794
35.3,0.76,0.6682,0.0761,0.0864,172.257,0.075,3.261
36.9,0.79,0.6471,0.0635,0.0777,155.106,0.067,2.722
38.4,0.82,0.6110,0.0509,0.0687,137.209,0.060,2.184
39.9,0.86,0.5530,0.0383,0.0593,118.566,0.051,1.641
41.5,0.89,0.4604,0.0257,0.0497,99.178,0.043,1.103
43.0,0.92,0.3070,0.0132,0.0398,79.790,0.034,0.569
44.5,0.96,0.0186,0.0006,0.0295,58.910,0.026,0.027
