# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2781,0.1619,904.534,0.279,23.678
2.2,0.03,0.0567,0.2746,0.1636,914.228,0.282,23.384
4.4,0.07,0.1107,0.2708,0.1652,923.176,0.284,23.055
6.6,0.10,0.1622,0.2665,0.1665,929.888,0.287,22.686
8.9,0.14,0.2111,0.2616,0.1674,935.108,0.288,22.277
11.1,0.17,0.2577,0.2563,0.1679,938.090,0.289,21.819
13.3,0.20,0.3020,0.2503,0.1680,938.090,0.289,21.311
15.5,0.24,0.3441,0.2437,0.1674,935.108,0.288,20.751
17.7,0.27,0.3842,0.2365,0.1663,929.142,0.286,20.133
19.9,0.30,0.4222,0.2286,0.1645,919.448,0.283,19.461
22.2,0.34,0.4584,0.2201,0.1622,906.025,0.279,18.736
24.4,0.37,0.4926,0.2110,0.1592,888.874,0.274,17.966
26.6,0.41,0.5249,0.2015,0.1556,869.486,0.268,17.157
28.8,0.44,0.5552,0.1915,0.1514,845.624,0.261,16.303
31.0,0.47,0.5834,0.1810,0.1467,819.524,0.253,15.413
33.2,0.51,0.6093,0.1702,0.1415,790.442,0.243,14.488
35.5,0.54,0.6328,0.1589,0.1357,758.377,0.234,13.531
37.7,0.57,0.6535,0.1473,0.1294,723.329,0.223,12.544
39.9,0.61,0.6711,0.1354,0.1226,685.298,0.211,11.525
42.1,0.64,0.6851,0.1231,0.1153,644.285,0.199,10.484
44.3,0.68,0.6947,0.1106,0.1075,601.034,0.185,9.417
46.5,0.71,0.6989,0.0978,0.0993,554.801,0.171,8.327
48.8,0.74,0.6962,0.0848,0.0905,505.585,0.156,7.219
51.0,0.78,0.6843,0.0716,0.0813,454.131,0.140,6.099
53.2,0.81,0.6596,0.0584,0.0717,400.441,0.123,4.969
55.4,0.84,0.6160,0.0451,0.0618,345.259,0.106,3.839
57.6,0.88,0.5424,0.0318,0.0515,287.840,0.089,2.709
59.8,0.91,0.4154,0.0187,0.0409,228.930,0.071,1.588
62.1,0.95,0.1730,0.0055,0.0300,167.782,0.052,0.467
