# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2734,0.1594,363.902,0.151,12.815
1.6,0.03,0.0568,0.2698,0.1610,367.630,0.153,12.646
3.3,0.07,0.1109,0.2658,0.1624,370.613,0.154,12.459
4.9,0.10,0.1624,0.2614,0.1636,372.850,0.155,12.250
6.6,0.14,0.2114,0.2564,0.1644,375.087,0.156,12.019
8.2,0.17,0.2580,0.2510,0.1648,375.833,0.156,11.761
9.9,0.20,0.3022,0.2449,0.1647,375.833,0.156,11.481
11.5,0.24,0.3443,0.2383,0.1641,374.341,0.155,11.165
13.2,0.27,0.3843,0.2310,0.1629,371.359,0.154,10.827
14.8,0.30,0.4222,0.2231,0.1611,367.630,0.153,10.458
16.5,0.34,0.4581,0.2146,0.1587,362.410,0.150,10.062
18.1,0.37,0.4919,0.2057,0.1558,355.699,0.148,9.639
19.8,0.41,0.5237,0.1962,0.1523,347.496,0.144,9.194
21.4,0.44,0.5534,0.1863,0.1483,338.548,0.140,8.732
23.1,0.47,0.5807,0.1760,0.1437,328.108,0.136,8.247
24.7,0.51,0.6057,0.1653,0.1387,316.177,0.131,7.744
26.4,0.54,0.6279,0.1542,0.1331,303.500,0.126,7.228
28.0,0.58,0.6472,0.1428,0.1270,290.077,0.120,6.690
29.7,0.61,0.6630,0.1310,0.1205,275.163,0.114,6.139
31.3,0.64,0.6749,0.1190,0.1135,258.758,0.107,5.578
33.0,0.68,0.6819,0.1067,0.1060,241.607,0.100,5.000
34.6,0.71,0.6830,0.0941,0.0980,223.710,0.093,4.413
36.3,0.75,0.6765,0.0814,0.0896,204.322,0.085,3.812
37.9,0.78,0.6600,0.0685,0.0808,184.188,0.077,3.207
39.6,0.81,0.6297,0.0555,0.0716,163.308,0.068,2.602
41.2,0.85,0.5793,0.0425,0.0621,141.683,0.059,1.988
42.9,0.88,0.4976,0.0295,0.0522,119.312,0.049,1.383
44.5,0.91,0.3619,0.0167,0.0421,96.195,0.040,0.783
46.2,0.95,0.1136,0.0038,0.0316,72.333,0.030,0.178
