# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2694,0.1607,66.367,0.049,4.035
0.9,0.03,0.0558,0.2657,0.1622,67.113,0.049,3.977
1.9,0.07,0.1091,0.2616,0.1635,67.113,0.049,3.919
2.8,0.10,0.1598,0.2571,0.1645,67.859,0.050,3.848
3.8,0.14,0.2080,0.2520,0.1652,67.859,0.050,3.772
4.7,0.17,0.2539,0.2465,0.1654,67.859,0.050,3.692
5.6,0.20,0.2975,0.2403,0.1652,67.859,0.050,3.599
6.6,0.24,0.3389,0.2336,0.1645,67.859,0.050,3.496
7.5,0.27,0.3782,0.2263,0.1632,67.113,0.049,3.390
8.4,0.31,0.4153,0.2183,0.1613,66.367,0.049,3.269
9.4,0.34,0.4503,0.2099,0.1588,65.622,0.048,3.140
10.3,0.38,0.4832,0.2009,0.1559,64.130,0.047,3.007
11.3,0.41,0.5139,0.1914,0.1524,62.639,0.046,2.865
12.2,0.44,0.5422,0.1816,0.1484,61.147,0.045,2.718
13.1,0.48,0.5680,0.1713,0.1439,59.656,0.043,2.562
14.1,0.51,0.5910,0.1606,0.1389,57.419,0.042,2.406
15.0,0.55,0.6110,0.1495,0.1335,55.182,0.040,2.237
15.9,0.58,0.6276,0.1382,0.1276,52.199,0.039,2.068
16.9,0.61,0.6402,0.1265,0.1212,49.962,0.037,1.895
17.8,0.65,0.6481,0.1145,0.1144,46.979,0.035,1.713
18.8,0.68,0.6504,0.1022,0.1072,43.996,0.032,1.530
19.7,0.72,0.6458,0.0898,0.0995,41.013,0.030,1.343
20.6,0.75,0.6325,0.0771,0.0914,37.285,0.028,1.152
21.6,0.78,0.6076,0.0643,0.0829,34.302,0.025,0.961
22.5,0.82,0.5673,0.0514,0.0741,30.574,0.022,0.770
23.5,0.85,0.5048,0.0385,0.0649,26.845,0.020,0.574
24.4,0.89,0.4091,0.0256,0.0555,23.117,0.017,0.383
25.3,0.92,0.2588,0.0129,0.0458,18.642,0.014,0.191
26.3,0.95,0.0002,0.0000,0.0357,14.914,0.011,0.000
