# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2720,0.1591,238.624,0.114,9.639
1.4,0.03,0.0564,0.2684,0.1607,240.861,0.115,9.510
2.9,0.07,0.1102,0.2644,0.1621,243.098,0.116,9.368
4.3,0.10,0.1615,0.2599,0.1632,244.590,0.117,9.212
5.7,0.14,0.2102,0.2550,0.1640,246.081,0.118,9.039
7.2,0.17,0.2566,0.2495,0.1644,246.827,0.118,8.843
8.6,0.20,0.3006,0.2435,0.1643,246.081,0.118,8.630
10.0,0.24,0.3425,0.2368,0.1636,245.335,0.117,8.394
11.4,0.27,0.3822,0.2296,0.1624,243.844,0.116,8.136
12.9,0.30,0.4199,0.2217,0.1606,240.861,0.115,7.860
14.3,0.34,0.4556,0.2133,0.1583,237.133,0.113,7.562
15.7,0.37,0.4892,0.2044,0.1554,233.404,0.111,7.246
17.2,0.41,0.5207,0.1950,0.1519,228.184,0.109,6.913
18.6,0.44,0.5500,0.1852,0.1480,222.219,0.106,6.566
20.0,0.47,0.5770,0.1750,0.1435,215.507,0.103,6.201
21.5,0.51,0.6016,0.1644,0.1385,208.050,0.099,5.823
22.9,0.54,0.6234,0.1534,0.1331,199.848,0.095,5.436
24.3,0.57,0.6421,0.1420,0.1271,190.899,0.091,5.035
25.8,0.61,0.6573,0.1304,0.1207,181.205,0.086,4.622
27.2,0.64,0.6685,0.1184,0.1138,170.765,0.081,4.199
28.6,0.68,0.6747,0.1062,0.1064,159.580,0.076,3.763
30.1,0.71,0.6749,0.0938,0.0987,147.649,0.071,3.323
31.5,0.74,0.6675,0.0812,0.0904,135.717,0.065,2.878
32.9,0.78,0.6499,0.0684,0.0818,123.040,0.059,2.424
34.3,0.81,0.6187,0.0555,0.0728,108.872,0.052,1.966
35.8,0.84,0.5676,0.0426,0.0634,95.450,0.045,1.508
37.2,0.88,0.4862,0.0297,0.0538,80.536,0.039,1.054
38.6,0.91,0.3538,0.0170,0.0438,65.622,0.031,0.601
40.1,0.95,0.1198,0.0043,0.0336,50.708,0.024,0.151
