# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2630,0.2076,0.000,0.000,0.022
0.1,0.03,0.0419,0.2592,0.2083,0.000,0.000,0.022
0.1,0.07,0.0823,0.2550,0.2088,0.000,0.000,0.022
0.2,0.10,0.1211,0.2504,0.2090,0.000,0.000,0.022
0.3,0.13,0.1584,0.2453,0.2088,0.000,0.000,0.022
0.4,0.17,0.1941,0.2398,0.2082,0.000,0.000,0.022
0.4,0.20,0.2281,0.2337,0.2071,0.000,0.000,0.022
0.5,0.24,0.2606,0.2271,0.2056,0.000,0.000,0.022
0.6,0.27,0.2913,0.2198,0.2035,0.000,0.000,0.018
0.6,0.30,0.3201,0.2121,0.2010,0.000,0.000,0.018
0.7,0.34,0.3470,0.2038,0.1979,0.000,0.000,0.018
0.8,0.37,0.3716,0.1950,0.1945,0.000,0.000,0.018
0.9,0.40,0.3938,0.1857,0.1907,0.000,0.000,0.018
0.9,0.44,0.4132,0.1759,0.1866,0.000,0.000,0.018
1.0,0.47,0.4295,0.1658,0.1821,0.000,0.000,0.013
1.1,0.51,0.4423,0.1552,0.1774,0.000,0.000,0.013
1.1,0.54,0.4511,0.1442,0.1724,0.000,0.000,0.013
1.2,0.57,0.4553,0.1328,0.1671,0.000,0.000,0.013
1.3,0.61,0.4544,0.1210,0.1616,0.000,0.000,0.009
1.4,0.64,0.4474,0.1089,0.1559,0.000,0.000,0.009
1.4,0.67,0.4337,0.0965,0.1500,0.000,0.000,0.009
1.5,0.71,0.4120,0.0837,0.1438,0.000,0.000,0.009
1.6,0.74,0.3813,0.0707,0.1375,0.000,0.000,0.004
1.6,0.78,0.3401,0.0575,0.1311,0.000,0.000,0.004
1.7,0.81,0.2866,0.0441,0.1244,0.000,0.000,0.004
1.8,0.84,0.2190,0.0306,0.1176,0.000,0.000,0.004
1.9,0.88,0.1349,0.0170,0.1107,0.000,0.000,0.000
1.9,0.91,0.0312,0.0036,0.1037,0.000,0.000,0.000
2.0,0.94,-0.0975,-0.0100,0.0965,0.000,0.000,0.000
