# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2691,0.1613,52.199,0.042,3.434
0.8,0.03,0.0537,0.2656,0.1627,52.945,0.042,3.390
1.7,0.07,0.1049,0.2616,0.1640,52.945,0.042,3.336
2.5,0.10,0.1538,0.2572,0.1649,53.690,0.042,3.283
3.3,0.13,0.2005,0.2524,0.1656,53.690,0.043,3.221
4.2,0.16,0.2449,0.2471,0.1659,53.690,0.043,3.154
5.0,0.20,0.2872,0.2413,0.1658,53.690,0.043,3.078
5.8,0.23,0.3275,0.2350,0.1651,53.690,0.043,2.998
6.7,0.26,0.3657,0.2281,0.1640,52.945,0.042,2.909
7.5,0.30,0.4020,0.2206,0.1624,52.945,0.042,2.816
8.4,0.33,0.4363,0.2126,0.1602,52.199,0.041,2.713
9.2,0.36,0.4686,0.2041,0.1575,50.708,0.041,2.602
10.0,0.39,0.4989,0.1952,0.1543,49.962,0.040,2.491
10.9,0.43,0.5271,0.1859,0.1507,48.470,0.039,2.371
11.7,0.46,0.5529,0.1761,0.1466,47.725,0.038,2.246
12.5,0.49,0.5763,0.1660,0.1421,46.233,0.037,2.117
13.4,0.53,0.5970,0.1556,0.1371,44.742,0.035,1.984
14.2,0.56,0.6147,0.1448,0.1317,42.505,0.034,1.846
15.0,0.59,0.6289,0.1337,0.1258,41.013,0.032,1.708
15.9,0.62,0.6392,0.1223,0.1196,38.776,0.031,1.561
16.7,0.66,0.6448,0.1107,0.1129,36.539,0.029,1.415
17.5,0.69,0.6448,0.0988,0.1058,34.302,0.027,1.259
18.4,0.72,0.6379,0.0868,0.0984,32.065,0.025,1.108
19.2,0.76,0.6223,0.0745,0.0905,29.082,0.023,0.952
20.0,0.79,0.5954,0.0621,0.0823,26.845,0.021,0.792
20.9,0.82,0.5532,0.0497,0.0738,23.862,0.019,0.636
21.7,0.85,0.4896,0.0372,0.0650,20.880,0.017,0.476
22.5,0.89,0.3944,0.0249,0.0560,17.897,0.014,0.316
23.4,0.92,0.2483,0.0126,0.0467,14.914,0.012,0.160
24.2,0.95,0.0049,0.0002,0.0370,11.931,0.009,0.004
