# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2725,0.1592,276.655,0.126,10.645
1.5,0.03,0.0562,0.2689,0.1608,278.892,0.127,10.507
3.0,0.07,0.1097,0.2649,0.1622,281.875,0.128,10.351
4.5,0.10,0.1607,0.2605,0.1633,283.366,0.129,10.178
6.0,0.13,0.2093,0.2556,0.1641,284.857,0.130,9.986
7.5,0.17,0.2555,0.2502,0.1644,285.603,0.130,9.777
9.0,0.20,0.2994,0.2442,0.1644,285.603,0.130,9.541
10.4,0.24,0.3411,0.2376,0.1638,284.112,0.129,9.283
11.9,0.27,0.3808,0.2305,0.1626,282.620,0.128,9.003
13.4,0.30,0.4184,0.2227,0.1609,279.637,0.127,8.701
14.9,0.34,0.4540,0.2144,0.1586,275.163,0.125,8.376
16.4,0.37,0.4876,0.2055,0.1557,270.689,0.123,8.029
17.9,0.40,0.5192,0.1962,0.1523,264.723,0.120,7.669
19.4,0.44,0.5486,0.1865,0.1484,258.012,0.117,7.286
20.9,0.47,0.5758,0.1763,0.1440,249.809,0.114,6.890
22.4,0.50,0.6005,0.1658,0.1391,241.607,0.110,6.477
23.9,0.54,0.6226,0.1549,0.1337,231.913,0.106,6.054
25.4,0.57,0.6418,0.1437,0.1278,222.219,0.101,5.614
26.9,0.60,0.6576,0.1321,0.1214,211.033,0.096,5.160
28.4,0.64,0.6695,0.1203,0.1146,199.102,0.091,4.697
29.9,0.67,0.6767,0.1081,0.1073,186.425,0.085,4.226
31.3,0.71,0.6781,0.0958,0.0996,173.002,0.079,3.741
32.8,0.74,0.6724,0.0832,0.0915,158.834,0.072,3.252
34.3,0.77,0.6572,0.0705,0.0829,143.920,0.065,2.758
35.8,0.81,0.6291,0.0577,0.0740,128.260,0.058,2.255
37.3,0.84,0.5827,0.0449,0.0647,112.601,0.051,1.753
38.8,0.87,0.5085,0.0321,0.0551,95.450,0.043,1.254
40.3,0.91,0.3883,0.0194,0.0452,78.298,0.036,0.756
41.8,0.94,0.1799,0.0067,0.0350,61.147,0.028,0.262
