# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2712,0.1593,174.494,0.092,7.784
1.3,0.03,0.0565,0.2675,0.1608,175.985,0.093,7.682
2.6,0.07,0.1103,0.2635,0.1622,177.477,0.094,7.562
3.9,0.10,0.1615,0.2590,0.1633,178.222,0.095,7.433
5.2,0.14,0.2103,0.2540,0.1640,179.714,0.095,7.291
6.5,0.17,0.2566,0.2485,0.1643,179.714,0.095,7.135
7.8,0.20,0.3007,0.2424,0.1642,179.714,0.095,6.957
9.1,0.24,0.3425,0.2357,0.1635,178.968,0.095,6.766
10.3,0.27,0.3822,0.2284,0.1623,177.477,0.094,6.557
11.6,0.31,0.4198,0.2206,0.1605,175.239,0.093,6.330
12.9,0.34,0.4554,0.2121,0.1581,173.002,0.092,6.090
14.2,0.37,0.4888,0.2032,0.1552,170.020,0.090,5.832
15.5,0.41,0.5202,0.1937,0.1517,165.545,0.088,5.560
16.8,0.44,0.5493,0.1839,0.1477,161.817,0.086,5.280
18.1,0.48,0.5760,0.1736,0.1432,156.597,0.083,4.982
19.4,0.51,0.6001,0.1629,0.1382,151.377,0.080,4.675
20.7,0.54,0.6214,0.1519,0.1327,145.411,0.077,4.359
22.0,0.58,0.6396,0.1405,0.1268,138.700,0.074,4.035
23.3,0.61,0.6541,0.1289,0.1204,131.989,0.070,3.701
24.6,0.64,0.6643,0.1169,0.1135,123.786,0.066,3.354
25.9,0.68,0.6694,0.1046,0.1061,116.329,0.062,3.003
27.2,0.71,0.6681,0.0922,0.0983,107.381,0.057,2.647
28.4,0.75,0.6588,0.0795,0.0901,98.432,0.052,2.282
29.7,0.78,0.6389,0.0667,0.0815,89.484,0.047,1.913
31.0,0.81,0.6045,0.0538,0.0725,79.044,0.042,1.544
32.3,0.85,0.5492,0.0409,0.0632,69.350,0.037,1.174
33.6,0.88,0.4619,0.0280,0.0535,58.910,0.031,0.805
34.9,0.92,0.3207,0.0153,0.0436,47.725,0.025,0.440
36.2,0.95,0.0706,0.0025,0.0334,36.539,0.019,0.071
