# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2698,0.1603,82.773,0.056,4.684
1.0,0.03,0.0553,0.2661,0.1618,83.518,0.057,4.622
2.0,0.07,0.1080,0.2621,0.1631,84.264,0.057,4.551
3.0,0.10,0.1582,0.2576,0.1641,84.264,0.058,4.475
4.0,0.13,0.2061,0.2527,0.1648,85.010,0.058,4.386
5.0,0.17,0.2516,0.2472,0.1651,85.010,0.058,4.293
6.0,0.20,0.2949,0.2412,0.1649,85.010,0.058,4.190
7.0,0.24,0.3360,0.2347,0.1642,84.264,0.058,4.075
8.0,0.27,0.3751,0.2275,0.1630,83.518,0.057,3.950
9.0,0.30,0.4121,0.2197,0.1612,82.773,0.057,3.817
10.0,0.34,0.4470,0.2115,0.1589,82.027,0.056,3.670
11.0,0.37,0.4799,0.2027,0.1561,80.536,0.055,3.519
11.9,0.40,0.5107,0.1934,0.1527,78.298,0.054,3.358
12.9,0.44,0.5392,0.1838,0.1489,76.807,0.052,3.189
13.9,0.47,0.5653,0.1737,0.1445,74.570,0.051,3.016
14.9,0.50,0.5888,0.1632,0.1397,71.587,0.049,2.834
15.9,0.54,0.6095,0.1524,0.1344,69.350,0.047,2.647
16.9,0.57,0.6270,0.1413,0.1287,66.367,0.045,2.455
17.9,0.60,0.6408,0.1298,0.1225,63.384,0.043,2.255
18.9,0.64,0.6503,0.1181,0.1159,59.656,0.041,2.051
19.9,0.67,0.6548,0.1061,0.1088,55.927,0.038,1.842
20.9,0.71,0.6530,0.0938,0.1014,52.199,0.036,1.628
21.9,0.74,0.6434,0.0814,0.0935,48.470,0.033,1.415
22.9,0.77,0.6238,0.0688,0.0852,43.996,0.030,1.197
23.9,0.81,0.5906,0.0561,0.0766,39.522,0.027,0.974
24.9,0.84,0.5386,0.0434,0.0676,35.048,0.024,0.752
25.9,0.87,0.4590,0.0307,0.0583,29.828,0.020,0.534
26.9,0.91,0.3355,0.0181,0.0488,25.354,0.017,0.316
27.9,0.94,0.1330,0.0055,0.0390,20.134,0.014,0.098
