# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1002,0.0397,6.711,0.020,1.277
0.3,0.02,0.0550,0.0984,0.0400,6.711,0.021,1.254
0.6,0.04,0.1073,0.0965,0.0402,6.711,0.021,1.232
0.8,0.07,0.1570,0.0944,0.0403,6.711,0.021,1.205
1.1,0.09,0.2040,0.0922,0.0404,6.711,0.021,1.179
1.4,0.11,0.2484,0.0899,0.0404,6.711,0.021,1.148
1.7,0.13,0.2901,0.0875,0.0404,6.711,0.021,1.117
2.0,0.16,0.3293,0.0849,0.0403,6.711,0.021,1.081
2.3,0.18,0.3659,0.0821,0.0401,6.711,0.021,1.050
2.6,0.20,0.3999,0.0792,0.0398,6.711,0.021,1.010
2.8,0.22,0.4312,0.0762,0.0395,6.711,0.020,0.974
3.1,0.25,0.4599,0.0730,0.0390,5.966,0.020,0.930
3.4,0.27,0.4859,0.0697,0.0384,5.966,0.020,0.890
3.7,0.29,0.5090,0.0662,0.0378,5.966,0.019,0.845
4.0,0.31,0.5291,0.0625,0.0370,5.966,0.019,0.796
4.3,0.34,0.5460,0.0588,0.0361,5.966,0.019,0.752
4.5,0.36,0.5594,0.0549,0.0351,5.966,0.018,0.698
4.8,0.38,0.5689,0.0508,0.0339,5.220,0.018,0.649
5.1,0.40,0.5743,0.0467,0.0327,5.220,0.017,0.596
5.4,0.42,0.5748,0.0425,0.0314,5.220,0.016,0.543
5.7,0.45,0.5698,0.0382,0.0299,5.220,0.015,0.489
6.0,0.47,0.5583,0.0338,0.0284,4.474,0.015,0.431
6.2,0.49,0.5391,0.0294,0.0268,4.474,0.014,0.374
6.5,0.51,0.5105,0.0249,0.0251,3.728,0.013,0.316
6.8,0.54,0.4701,0.0204,0.0232,3.728,0.012,0.258
7.1,0.56,0.4149,0.0159,0.0213,3.728,0.011,0.200
7.4,0.58,0.3400,0.0113,0.0194,2.983,0.010,0.147
7.7,0.60,0.2385,0.0069,0.0173,2.983,0.009,0.089
7.9,0.63,0.0992,0.0024,0.0152,2.237,0.008,0.031
