# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1033,0.0361,374.341,0.298,21.080
1.1,0.02,0.0617,0.1015,0.0364,377.324,0.300,20.711
2.2,0.04,0.1202,0.0995,0.0366,379.561,0.302,20.319
3.4,0.07,0.1756,0.0975,0.0368,381.798,0.304,19.901
4.5,0.09,0.2280,0.0953,0.0370,383.290,0.305,19.457
5.6,0.11,0.2774,0.0930,0.0371,384.035,0.306,18.985
6.7,0.13,0.3240,0.0905,0.0371,384.781,0.306,18.482
7.9,0.15,0.3678,0.0879,0.0370,384.035,0.305,17.949
9.0,0.18,0.4088,0.0852,0.0369,382.544,0.304,17.388
10.1,0.20,0.4472,0.0823,0.0366,379.561,0.302,16.792
11.2,0.22,0.4830,0.0792,0.0363,375.833,0.299,16.165
12.4,0.24,0.5162,0.0760,0.0358,371.359,0.295,15.511
13.5,0.27,0.5469,0.0726,0.0352,365.393,0.291,14.821
14.6,0.29,0.5749,0.0691,0.0345,357.936,0.285,14.101
15.7,0.31,0.6003,0.0654,0.0337,349.733,0.278,13.349
16.9,0.33,0.6230,0.0616,0.0328,340.039,0.271,12.571
18.0,0.35,0.6428,0.0576,0.0317,328.854,0.262,11.761
19.1,0.38,0.6594,0.0535,0.0305,316.922,0.252,10.929
20.2,0.40,0.6727,0.0494,0.0292,302.754,0.241,10.080
21.3,0.42,0.6821,0.0451,0.0278,287.840,0.229,9.203
22.5,0.44,0.6870,0.0407,0.0262,272.180,0.216,8.314
23.6,0.46,0.6867,0.0363,0.0246,254.284,0.203,7.411
24.7,0.49,0.6799,0.0318,0.0228,236.387,0.188,6.494
25.8,0.51,0.6650,0.0273,0.0209,216.253,0.172,5.569
27.0,0.53,0.6392,0.0227,0.0189,195.373,0.156,4.635
28.1,0.55,0.5983,0.0181,0.0168,173.748,0.138,3.701
29.2,0.57,0.5356,0.0136,0.0146,150.631,0.120,2.767
30.3,0.60,0.4383,0.0090,0.0123,127.515,0.101,1.837
31.5,0.62,0.2817,0.0045,0.0099,102.907,0.082,0.921
32.6,0.64,0.0052,0.0001,0.0075,77.553,0.062,0.013
