# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1027,0.0361,287.840,0.250,17.624
1.0,0.02,0.0621,0.1009,0.0364,290.077,0.252,17.312
2.1,0.04,0.1210,0.0990,0.0366,292.314,0.254,16.979
3.1,0.07,0.1767,0.0969,0.0368,293.806,0.255,16.627
4.2,0.09,0.2293,0.0947,0.0370,295.297,0.256,16.249
5.2,0.11,0.2790,0.0924,0.0370,296.043,0.257,15.845
6.2,0.13,0.3256,0.0899,0.0370,296.043,0.257,15.418
7.3,0.16,0.3695,0.0872,0.0370,295.297,0.256,14.964
8.3,0.18,0.4106,0.0845,0.0368,293.806,0.255,14.488
9.4,0.20,0.4489,0.0815,0.0366,292.314,0.253,13.981
10.4,0.22,0.4846,0.0784,0.0362,289.332,0.251,13.447
11.5,0.25,0.5176,0.0752,0.0357,285.603,0.248,12.891
12.5,0.27,0.5480,0.0717,0.0351,280.383,0.244,12.304
13.5,0.29,0.5757,0.0682,0.0344,275.163,0.239,11.694
14.6,0.31,0.6006,0.0644,0.0336,268.452,0.233,11.054
15.6,0.34,0.6227,0.0606,0.0326,260.995,0.226,10.391
16.7,0.36,0.6418,0.0566,0.0315,252.047,0.219,9.702
17.7,0.38,0.6576,0.0525,0.0303,242.352,0.210,8.999
18.7,0.40,0.6697,0.0482,0.0290,231.913,0.201,8.274
19.8,0.42,0.6778,0.0439,0.0275,219.981,0.191,7.531
20.8,0.45,0.6811,0.0395,0.0260,207.305,0.180,6.779
21.9,0.47,0.6786,0.0350,0.0243,193.882,0.168,6.010
22.9,0.49,0.6692,0.0305,0.0224,178.968,0.156,5.236
24.0,0.51,0.6506,0.0259,0.0205,164.054,0.142,4.448
25.0,0.54,0.6201,0.0213,0.0185,147.649,0.128,3.661
26.0,0.56,0.5726,0.0167,0.0163,130.497,0.113,2.869
27.1,0.58,0.5001,0.0121,0.0141,112.601,0.098,2.082
28.1,0.60,0.3876,0.0076,0.0118,93.958,0.082,1.299
29.2,0.63,0.2044,0.0031,0.0094,75.316,0.065,0.529
