# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1099,0.0390,1873.198,0.894,62.324
1.9,0.02,0.0612,0.1081,0.0392,1884.384,0.900,61.292
3.8,0.04,0.1196,0.1061,0.0394,1893.332,0.904,60.184
5.6,0.07,0.1752,0.1040,0.0396,1900.043,0.907,58.997
7.5,0.09,0.2281,0.1018,0.0397,1904.517,0.909,57.720
9.4,0.11,0.2782,0.0994,0.0397,1905.263,0.910,56.355
11.3,0.13,0.3257,0.0968,0.0396,1902.280,0.908,54.896
13.2,0.16,0.3706,0.0941,0.0395,1895.569,0.905,53.343
15.0,0.18,0.4129,0.0912,0.0392,1883.638,0.900,51.693
16.9,0.20,0.4527,0.0881,0.0389,1867.232,0.892,49.940
18.8,0.22,0.4900,0.0848,0.0385,1846.353,0.881,48.090
20.7,0.24,0.5249,0.0814,0.0379,1818.762,0.868,46.141
22.6,0.27,0.5574,0.0778,0.0372,1785.951,0.853,44.095
24.5,0.29,0.5875,0.0740,0.0364,1746.429,0.834,41.951
26.3,0.31,0.6150,0.0700,0.0354,1700.196,0.812,39.705
28.2,0.33,0.6400,0.0659,0.0343,1647.251,0.787,37.365
30.1,0.36,0.6623,0.0616,0.0331,1587.595,0.758,34.941
32.0,0.38,0.6817,0.0572,0.0317,1521.973,0.727,32.441
33.9,0.40,0.6979,0.0527,0.0302,1449.641,0.692,29.874
35.7,0.42,0.7103,0.0480,0.0286,1370.596,0.655,27.241
37.6,0.44,0.7183,0.0433,0.0268,1286.332,0.614,24.559
39.5,0.47,0.7210,0.0385,0.0249,1195.357,0.571,21.827
41.4,0.49,0.7169,0.0336,0.0229,1099.907,0.525,19.052
43.3,0.51,0.7038,0.0287,0.0208,998.492,0.477,16.249
45.1,0.53,0.6783,0.0237,0.0186,893.348,0.427,13.420
47.0,0.56,0.6350,0.0187,0.0163,783.731,0.374,10.582
48.9,0.58,0.5646,0.0137,0.0140,671.130,0.320,7.744
50.8,0.60,0.4500,0.0087,0.0116,555.546,0.265,4.924
