# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1059,0.0367,902.297,0.539,38.437
1.5,0.02,0.0622,0.1041,0.0370,910.500,0.543,37.779
3.0,0.04,0.1212,0.1022,0.0373,916.465,0.547,37.080
4.5,0.07,0.1771,0.1001,0.0375,921.685,0.550,36.329
6.0,0.09,0.2300,0.0979,0.0377,925.414,0.552,35.528
7.5,0.11,0.2800,0.0955,0.0377,927.651,0.554,34.674
9.0,0.13,0.3271,0.0930,0.0378,928.396,0.554,33.762
10.5,0.15,0.3715,0.0904,0.0377,926.159,0.553,32.797
12.0,0.18,0.4131,0.0876,0.0375,922.431,0.550,31.778
13.5,0.20,0.4522,0.0846,0.0372,915.719,0.546,30.697
15.0,0.22,0.4888,0.0815,0.0369,906.025,0.541,29.558
16.5,0.24,0.5228,0.0782,0.0364,894.094,0.534,28.362
18.0,0.27,0.5543,0.0747,0.0358,879.180,0.525,27.107
19.5,0.29,0.5834,0.0711,0.0350,861.283,0.514,25.795
21.0,0.31,0.6099,0.0673,0.0342,840.404,0.501,24.421
22.5,0.33,0.6338,0.0634,0.0332,815.796,0.487,22.993
24.0,0.35,0.6550,0.0593,0.0320,787.459,0.470,21.516
25.5,0.38,0.6732,0.0551,0.0308,756.885,0.452,19.995
27.0,0.40,0.6881,0.0508,0.0294,722.583,0.431,18.433
28.5,0.42,0.6995,0.0464,0.0279,685.298,0.409,16.832
30.0,0.44,0.7066,0.0419,0.0262,645.030,0.385,15.204
31.5,0.46,0.7088,0.0373,0.0245,601.034,0.359,13.545
33.0,0.49,0.7048,0.0327,0.0226,554.801,0.331,11.863
34.5,0.51,0.6928,0.0280,0.0206,505.585,0.302,10.164
36.0,0.53,0.6702,0.0233,0.0185,453.386,0.271,8.452
37.5,0.55,0.6324,0.0186,0.0162,398.949,0.238,6.735
39.0,0.58,0.5720,0.0138,0.0139,341.531,0.204,5.018
40.5,0.60,0.4743,0.0091,0.0115,282.620,0.169,3.309
42.0,0.62,0.3081,0.0045,0.0090,221.473,0.132,1.628
43.5,0.64,-0.0128,-0.0001,0.0064,158.088,0.094,-0.044
