# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1077,0.0374,1308.703,0.695,49.473
1.7,0.02,0.0628,0.1059,0.0377,1319.889,0.700,48.632
3.4,0.04,0.1223,0.1039,0.0380,1329.583,0.705,47.729
5.1,0.07,0.1787,0.1018,0.0382,1337.040,0.709,46.760
6.8,0.09,0.2321,0.0996,0.0384,1343.005,0.712,45.723
8.5,0.11,0.2825,0.0971,0.0384,1345.243,0.714,44.620
10.2,0.13,0.3300,0.0946,0.0384,1345.243,0.714,43.441
11.9,0.16,0.3748,0.0919,0.0384,1342.260,0.712,42.187
13.6,0.18,0.4169,0.0890,0.0382,1335.548,0.709,40.857
15.3,0.20,0.4564,0.0859,0.0379,1325.109,0.703,39.451
17.0,0.22,0.4934,0.0827,0.0375,1310.940,0.695,37.966
18.7,0.25,0.5278,0.0793,0.0369,1292.298,0.686,36.400
20.4,0.27,0.5598,0.0757,0.0363,1269.181,0.673,34.758
22.1,0.29,0.5893,0.0719,0.0355,1241.590,0.659,33.041
23.8,0.31,0.6163,0.0680,0.0346,1209.525,0.642,31.244
25.6,0.34,0.6406,0.0640,0.0335,1171.494,0.622,29.372
27.3,0.36,0.6622,0.0597,0.0323,1128.990,0.599,27.437
29.0,0.38,0.6808,0.0554,0.0309,1082.011,0.574,25.444
30.7,0.40,0.6962,0.0509,0.0294,1030.557,0.547,23.393
32.4,0.42,0.7079,0.0464,0.0278,973.884,0.517,21.298
34.1,0.45,0.7153,0.0417,0.0261,912.737,0.484,19.163
35.8,0.47,0.7174,0.0370,0.0242,847.115,0.449,16.988
37.5,0.49,0.7130,0.0322,0.0222,777.019,0.412,14.786
39.2,0.51,0.7001,0.0273,0.0201,703.195,0.373,12.562
40.9,0.54,0.6753,0.0225,0.0179,624.896,0.331,10.320
42.6,0.56,0.6333,0.0176,0.0155,542.870,0.288,8.074
44.3,0.58,0.5642,0.0127,0.0131,457.860,0.243,5.827
46.0,0.60,0.4484,0.0078,0.0106,369.867,0.196,3.603
