# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0999,0.0419,2.237,0.010,0.565
0.2,0.02,0.0510,0.0982,0.0421,2.237,0.010,0.556
0.4,0.04,0.0997,0.0963,0.0423,2.237,0.010,0.547
0.6,0.07,0.1460,0.0943,0.0424,2.237,0.010,0.534
0.7,0.09,0.1899,0.0922,0.0425,2.237,0.010,0.520
0.9,0.11,0.2315,0.0899,0.0425,2.237,0.010,0.512
1.1,0.13,0.2707,0.0875,0.0425,2.237,0.010,0.498
1.3,0.15,0.3076,0.0850,0.0423,2.237,0.010,0.480
1.5,0.18,0.3420,0.0823,0.0421,2.237,0.010,0.467
1.7,0.20,0.3741,0.0795,0.0419,2.237,0.010,0.449
1.9,0.22,0.4037,0.0766,0.0415,2.237,0.009,0.436
2.0,0.24,0.4308,0.0735,0.0411,2.237,0.009,0.418
2.2,0.26,0.4552,0.0702,0.0405,2.237,0.009,0.400
2.4,0.28,0.4770,0.0669,0.0399,2.237,0.009,0.378
2.6,0.31,0.4958,0.0633,0.0391,2.237,0.009,0.360
2.8,0.33,0.5116,0.0597,0.0383,1.491,0.009,0.338
3.0,0.35,0.5240,0.0559,0.0373,1.491,0.009,0.316
3.2,0.37,0.5328,0.0520,0.0363,1.491,0.008,0.294
3.3,0.39,0.5375,0.0479,0.0351,1.491,0.008,0.271
3.5,0.42,0.5377,0.0438,0.0339,1.491,0.008,0.249
3.7,0.44,0.5328,0.0396,0.0326,1.491,0.007,0.227
3.9,0.46,0.5220,0.0354,0.0312,1.491,0.007,0.200
4.1,0.48,0.5043,0.0310,0.0296,1.491,0.007,0.178
4.3,0.50,0.4784,0.0267,0.0281,1.491,0.006,0.151
4.4,0.53,0.4428,0.0222,0.0264,1.491,0.006,0.125
4.6,0.55,0.3953,0.0178,0.0246,1.491,0.006,0.102
4.8,0.57,0.3328,0.0133,0.0228,0.746,0.005,0.076
5.0,0.59,0.2515,0.0089,0.0209,0.746,0.005,0.049
5.2,0.61,0.1454,0.0045,0.0190,0.746,0.004,0.027
5.4,0.63,0.0059,0.0002,0.0170,0.746,0.004,0.000
