# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1068,0.0370,1091.705,0.613,43.739
1.6,0.02,0.0622,0.1050,0.0373,1100.653,0.618,43.001
3.2,0.04,0.1212,0.1030,0.0376,1108.856,0.623,42.205
4.8,0.07,0.1771,0.1009,0.0378,1114.821,0.626,41.355
6.4,0.09,0.2300,0.0987,0.0380,1119.296,0.629,40.448
8.0,0.11,0.2801,0.0964,0.0381,1122.278,0.630,39.478
9.6,0.13,0.3272,0.0938,0.0381,1122.278,0.630,38.446
11.1,0.15,0.3717,0.0912,0.0380,1120.041,0.629,37.352
12.7,0.18,0.4134,0.0883,0.0378,1114.821,0.626,36.191
14.3,0.20,0.4526,0.0853,0.0375,1106.619,0.622,34.963
15.9,0.22,0.4893,0.0822,0.0372,1095.433,0.615,33.669
17.5,0.24,0.5235,0.0789,0.0367,1080.519,0.607,32.307
19.1,0.27,0.5553,0.0754,0.0360,1062.622,0.597,30.880
20.7,0.29,0.5846,0.0717,0.0353,1040.251,0.584,29.385
22.3,0.31,0.6113,0.0679,0.0344,1014.152,0.570,27.824
23.9,0.33,0.6355,0.0640,0.0334,984.324,0.553,26.200
25.5,0.35,0.6570,0.0598,0.0322,950.767,0.534,24.519
27.1,0.38,0.6756,0.0556,0.0310,912.737,0.513,22.784
28.7,0.40,0.6910,0.0513,0.0295,870.977,0.489,21.000
30.3,0.42,0.7028,0.0468,0.0280,825.490,0.464,19.181
31.8,0.44,0.7105,0.0423,0.0263,776.274,0.436,17.321
33.4,0.46,0.7133,0.0377,0.0245,723.329,0.406,15.431
35.0,0.49,0.7099,0.0330,0.0226,666.656,0.375,13.514
36.6,0.51,0.6987,0.0283,0.0206,607.000,0.341,11.574
38.2,0.53,0.6769,0.0235,0.0184,542.870,0.305,9.622
39.8,0.55,0.6400,0.0187,0.0162,476.502,0.268,7.664
41.4,0.58,0.5802,0.0139,0.0138,407.152,0.229,5.707
43.0,0.60,0.4825,0.0092,0.0114,334.819,0.188,3.759
44.6,0.62,0.3140,0.0045,0.0088,260.995,0.146,1.837
46.2,0.64,-0.0185,-0.0002,0.0062,184.188,0.103,-0.076
