# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1088,0.0380,1562.987,0.786,55.656
1.8,0.02,0.0617,0.1070,0.0383,1574.918,0.792,54.731
3.6,0.04,0.1204,0.1050,0.0385,1585.358,0.797,53.739
5.3,0.07,0.1761,0.1029,0.0387,1593.561,0.801,52.671
7.1,0.09,0.2289,0.1007,0.0389,1599.526,0.804,51.533
8.9,0.11,0.2789,0.0983,0.0389,1601.763,0.805,50.318
10.7,0.13,0.3261,0.0958,0.0389,1601.763,0.805,49.019
12.4,0.15,0.3706,0.0931,0.0388,1598.035,0.803,47.636
14.2,0.18,0.4125,0.0902,0.0386,1589.832,0.799,46.173
16.0,0.20,0.4519,0.0872,0.0383,1577.901,0.793,44.620
17.8,0.22,0.4888,0.0840,0.0379,1561.496,0.785,42.983
19.5,0.24,0.5233,0.0806,0.0374,1539.870,0.774,41.257
21.3,0.26,0.5555,0.0771,0.0368,1513.025,0.761,39.447
23.1,0.29,0.5852,0.0734,0.0360,1480.960,0.744,37.547
24.9,0.31,0.6125,0.0695,0.0351,1443.675,0.726,35.564
26.6,0.33,0.6373,0.0655,0.0340,1400.424,0.704,33.500
28.4,0.35,0.6595,0.0613,0.0328,1351.208,0.679,31.360
30.2,0.38,0.6789,0.0570,0.0315,1296.026,0.652,29.149
32.0,0.40,0.6952,0.0525,0.0300,1236.370,0.621,26.885
33.7,0.42,0.7080,0.0480,0.0284,1170.749,0.588,24.563
35.5,0.44,0.7168,0.0434,0.0267,1099.907,0.553,22.192
37.3,0.46,0.7206,0.0387,0.0249,1023.846,0.515,19.781
39.1,0.49,0.7184,0.0339,0.0229,942.565,0.474,17.335
40.8,0.51,0.7083,0.0290,0.0208,856.809,0.431,14.862
42.6,0.53,0.6873,0.0242,0.0186,766.579,0.385,12.366
44.4,0.55,0.6509,0.0193,0.0163,672.621,0.338,9.862
46.2,0.57,0.5909,0.0144,0.0140,574.935,0.289,7.357
47.9,0.60,0.4919,0.0095,0.0115,474.265,0.238,4.862
49.7,0.62,0.3213,0.0047,0.0090,371.359,0.187,2.398
51.5,0.64,-0.0097,-0.0001,0.0064,265.469,0.133,-0.049
