# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1006,0.0376,28.337,0.054,3.567
0.5,0.02,0.0576,0.0989,0.0379,28.337,0.054,3.505
0.9,0.04,0.1123,0.0970,0.0381,28.337,0.055,3.438
1.4,0.07,0.1641,0.0949,0.0383,29.082,0.055,3.363
1.9,0.09,0.2132,0.0928,0.0384,29.082,0.055,3.287
2.3,0.11,0.2596,0.0905,0.0385,29.082,0.055,3.207
2.8,0.13,0.3032,0.0881,0.0385,29.082,0.055,3.123
3.3,0.15,0.3442,0.0856,0.0384,29.082,0.055,3.034
3.7,0.18,0.3825,0.0829,0.0382,28.337,0.055,2.936
4.2,0.20,0.4182,0.0800,0.0380,28.337,0.054,2.834
4.7,0.22,0.4514,0.0770,0.0376,28.337,0.054,2.731
5.1,0.24,0.4819,0.0739,0.0372,27.591,0.053,2.620
5.6,0.26,0.5098,0.0706,0.0367,27.591,0.053,2.500
6.1,0.29,0.5349,0.0672,0.0360,26.845,0.052,2.380
6.5,0.31,0.5572,0.0636,0.0353,26.099,0.051,2.255
7.0,0.33,0.5765,0.0599,0.0344,26.099,0.049,2.122
7.5,0.35,0.5927,0.0560,0.0334,25.354,0.048,1.984
7.9,0.38,0.6053,0.0521,0.0323,23.862,0.046,1.846
8.4,0.40,0.6142,0.0480,0.0310,23.117,0.045,1.704
8.9,0.42,0.6186,0.0439,0.0297,22.371,0.043,1.552
9.3,0.44,0.6182,0.0396,0.0283,20.880,0.041,1.406
9.8,0.46,0.6118,0.0353,0.0268,20.134,0.038,1.250
10.3,0.49,0.5985,0.0310,0.0251,18.642,0.036,1.099
10.7,0.51,0.5766,0.0266,0.0234,17.897,0.033,0.943
11.2,0.53,0.5437,0.0221,0.0215,16.405,0.031,0.783
11.7,0.55,0.4966,0.0176,0.0196,14.914,0.028,0.627
12.1,0.57,0.4302,0.0132,0.0176,13.423,0.025,0.467
12.6,0.60,0.3365,0.0088,0.0155,11.931,0.022,0.311
13.1,0.62,0.2023,0.0044,0.0134,9.694,0.019,0.156
13.5,0.64,0.0024,0.0000,0.0111,8.203,0.016,0.000
