# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1051,0.0365,738.989,0.470,33.535
1.4,0.02,0.0622,0.1033,0.0368,744.954,0.474,32.961
2.8,0.04,0.1212,0.1014,0.0370,750.174,0.478,32.343
4.2,0.07,0.1770,0.0993,0.0373,754.648,0.480,31.685
5.6,0.09,0.2299,0.0971,0.0374,757.631,0.482,30.986
7.0,0.11,0.2797,0.0948,0.0375,759.122,0.483,30.235
8.4,0.13,0.3268,0.0923,0.0375,759.868,0.484,29.443
9.8,0.15,0.3710,0.0897,0.0374,758.377,0.483,28.598
11.2,0.18,0.4126,0.0869,0.0373,754.648,0.481,27.704
12.6,0.20,0.4515,0.0839,0.0370,749.428,0.477,26.761
14.1,0.22,0.4879,0.0808,0.0366,741.971,0.472,25.769
15.5,0.24,0.5218,0.0775,0.0362,732.277,0.466,24.723
16.9,0.27,0.5531,0.0741,0.0356,720.346,0.459,23.625
18.3,0.29,0.5819,0.0705,0.0348,705.432,0.449,22.481
19.7,0.31,0.6082,0.0667,0.0340,688.281,0.438,21.285
21.1,0.33,0.6318,0.0628,0.0330,668.893,0.426,20.039
22.5,0.35,0.6526,0.0588,0.0319,645.776,0.411,18.749
23.9,0.38,0.6704,0.0546,0.0307,621.168,0.395,17.424
25.3,0.40,0.6850,0.0504,0.0293,592.831,0.378,16.063
26.7,0.42,0.6958,0.0460,0.0278,563.003,0.358,14.666
28.1,0.44,0.7024,0.0415,0.0262,530.193,0.337,13.247
29.5,0.46,0.7039,0.0370,0.0244,494.399,0.315,11.801
30.9,0.49,0.6992,0.0324,0.0226,457.114,0.291,10.338
32.3,0.51,0.6864,0.0278,0.0206,416.846,0.266,8.856
33.7,0.53,0.6630,0.0231,0.0185,374.341,0.239,7.366
35.1,0.55,0.6244,0.0184,0.0163,330.345,0.210,5.872
36.5,0.58,0.5631,0.0137,0.0140,284.112,0.181,4.377
37.9,0.60,0.4652,0.0091,0.0116,235.641,0.150,2.891
39.3,0.62,0.3008,0.0045,0.0092,186.425,0.119,1.423
40.8,0.64,-0.0098,-0.0001,0.0067,134.972,0.086,-0.031
