# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1112,0.0409,2272.893,1.034,69.499
2.0,0.02,0.0594,0.1094,0.0410,2280.350,1.037,68.365
4.0,0.04,0.1165,0.1074,0.0411,2284.824,1.039,67.137
6.0,0.07,0.1712,0.1053,0.0411,2286.316,1.040,65.820
7.9,0.09,0.2235,0.1030,0.0411,2285.570,1.039,64.406
9.9,0.11,0.2734,0.1006,0.0410,2280.350,1.037,62.889
11.9,0.13,0.3209,0.0980,0.0409,2271.402,1.033,61.265
13.9,0.16,0.3660,0.0952,0.0406,2257.979,1.027,59.535
15.9,0.18,0.4087,0.0923,0.0403,2239.337,1.018,57.693
17.8,0.20,0.4490,0.0892,0.0399,2214.729,1.007,55.741
19.8,0.22,0.4870,0.0859,0.0393,2184.901,0.994,53.672
21.8,0.25,0.5226,0.0824,0.0387,2148.361,0.977,51.488
23.8,0.27,0.5558,0.0787,0.0379,2105.856,0.958,49.193
25.8,0.29,0.5866,0.0748,0.0370,2055.895,0.935,46.791
27.8,0.31,0.6147,0.0708,0.0360,1999.221,0.909,44.269
29.7,0.33,0.6401,0.0666,0.0348,1935.091,0.880,41.644
31.7,0.36,0.6625,0.0623,0.0335,1863.504,0.847,38.922
33.7,0.38,0.6816,0.0578,0.0321,1785.951,0.812,36.111
35.7,0.40,0.6971,0.0531,0.0306,1700.941,0.773,33.224
37.7,0.42,0.7085,0.0484,0.0290,1609.220,0.732,30.266
39.7,0.45,0.7150,0.0436,0.0272,1511.534,0.687,27.250
41.6,0.47,0.7153,0.0387,0.0253,1407.136,0.640,24.176
43.6,0.49,0.7079,0.0337,0.0233,1297.518,0.590,21.058
45.6,0.51,0.6901,0.0286,0.0213,1183.426,0.538,17.904
47.6,0.54,0.6582,0.0236,0.0192,1064.114,0.484,14.724
49.6,0.56,0.6065,0.0185,0.0170,942.565,0.429,11.534
51.6,0.58,0.5256,0.0133,0.0147,818.033,0.372,8.345
53.5,0.60,0.3996,0.0083,0.0125,692.755,0.315,5.173
55.5,0.62,0.1995,0.0033,0.0102,567.478,0.258,2.042
