# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1009,0.0371,47.725,0.076,5.151
0.6,0.02,0.0587,0.0991,0.0373,48.470,0.077,5.058
1.1,0.04,0.1145,0.0972,0.0376,48.470,0.078,4.960
1.7,0.07,0.1673,0.0952,0.0377,49.216,0.078,4.857
2.2,0.09,0.2173,0.0930,0.0379,49.216,0.078,4.746
2.8,0.11,0.2644,0.0907,0.0379,49.216,0.078,4.631
3.4,0.13,0.3088,0.0883,0.0379,49.216,0.078,4.506
3.9,0.15,0.3505,0.0858,0.0379,49.216,0.078,4.377
4.5,0.18,0.3895,0.0830,0.0377,49.216,0.078,4.239
5.1,0.20,0.4259,0.0802,0.0375,48.470,0.077,4.092
5.6,0.22,0.4596,0.0772,0.0371,48.470,0.077,3.941
6.2,0.24,0.4908,0.0740,0.0367,47.725,0.076,3.777
6.7,0.27,0.5192,0.0707,0.0361,46.979,0.075,3.612
7.3,0.29,0.5450,0.0673,0.0355,46.233,0.073,3.434
7.9,0.31,0.5679,0.0637,0.0347,44.742,0.072,3.252
8.4,0.33,0.5879,0.0600,0.0338,43.996,0.070,3.060
9.0,0.35,0.6048,0.0561,0.0328,42.505,0.068,2.865
9.5,0.38,0.6182,0.0521,0.0317,41.013,0.065,2.660
10.1,0.40,0.6278,0.0480,0.0305,39.522,0.063,2.451
10.7,0.42,0.6331,0.0439,0.0291,38.031,0.060,2.237
11.2,0.44,0.6335,0.0396,0.0276,35.794,0.057,2.019
11.8,0.46,0.6282,0.0353,0.0261,33.556,0.054,1.802
12.4,0.49,0.6158,0.0309,0.0244,31.319,0.050,1.579
12.9,0.51,0.5948,0.0265,0.0226,29.082,0.047,1.352
13.5,0.53,0.5627,0.0220,0.0208,26.845,0.043,1.125
14.0,0.55,0.5158,0.0175,0.0188,24.608,0.039,0.894
14.6,0.57,0.4487,0.0131,0.0168,21.625,0.035,0.667
15.2,0.60,0.3524,0.0086,0.0146,18.642,0.030,0.440
15.7,0.62,0.2111,0.0042,0.0124,16.405,0.026,0.218
16.3,0.64,-0.0066,-0.0001,0.0102,13.423,0.021,-0.004
