# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1023,0.0361,216.253,0.207,14.501
0.9,0.02,0.0617,0.1005,0.0364,218.490,0.208,14.243
1.9,0.04,0.1203,0.0985,0.0366,219.981,0.210,13.967
2.8,0.07,0.1757,0.0965,0.0368,220.727,0.211,13.678
3.8,0.09,0.2280,0.0943,0.0370,222.219,0.212,13.367
4.7,0.11,0.2773,0.0919,0.0371,222.219,0.212,13.033
5.7,0.13,0.3237,0.0895,0.0371,222.219,0.212,12.682
6.6,0.16,0.3673,0.0868,0.0370,222.219,0.212,12.308
7.6,0.18,0.4081,0.0841,0.0368,220.727,0.211,11.917
8.5,0.20,0.4462,0.0811,0.0366,219.236,0.210,11.499
9.5,0.22,0.4816,0.0780,0.0362,217.744,0.208,11.063
10.4,0.25,0.5143,0.0748,0.0358,214.762,0.205,10.605
11.4,0.27,0.5444,0.0714,0.0352,211.033,0.202,10.120
12.3,0.29,0.5718,0.0679,0.0345,207.305,0.198,9.617
13.3,0.31,0.5964,0.0641,0.0337,202.085,0.193,9.092
14.2,0.34,0.6181,0.0603,0.0327,196.119,0.187,8.549
15.1,0.36,0.6368,0.0563,0.0316,190.153,0.181,7.985
16.1,0.38,0.6521,0.0522,0.0304,182.696,0.174,7.402
17.0,0.40,0.6638,0.0480,0.0291,174.494,0.167,6.806
18.0,0.42,0.6713,0.0437,0.0277,166.291,0.159,6.201
18.9,0.45,0.6739,0.0394,0.0261,156.597,0.150,5.578
19.9,0.47,0.6708,0.0349,0.0244,146.903,0.140,4.951
20.8,0.49,0.6606,0.0304,0.0226,135.717,0.130,4.310
21.8,0.51,0.6413,0.0259,0.0207,124.532,0.119,3.665
22.7,0.54,0.6100,0.0213,0.0187,112.601,0.107,3.020
23.7,0.56,0.5619,0.0167,0.0166,99.924,0.095,2.371
24.6,0.58,0.4892,0.0121,0.0144,86.501,0.083,1.721
25.6,0.60,0.3780,0.0076,0.0121,73.079,0.070,1.076
26.5,0.63,0.1999,0.0031,0.0098,58.910,0.056,0.445
