# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1015,0.0364,111.855,0.133,9.208
0.8,0.02,0.0602,0.0997,0.0367,112.601,0.134,9.048
1.5,0.04,0.1173,0.0978,0.0369,113.346,0.135,8.874
2.2,0.07,0.1714,0.0958,0.0371,114.092,0.136,8.692
3.0,0.09,0.2225,0.0936,0.0372,114.092,0.137,8.496
3.7,0.11,0.2708,0.0913,0.0373,114.838,0.137,8.287
4.5,0.13,0.3162,0.0889,0.0373,114.838,0.137,8.065
5.2,0.15,0.3588,0.0863,0.0373,114.092,0.137,7.833
6.0,0.18,0.3988,0.0836,0.0371,114.092,0.136,7.584
6.7,0.20,0.4361,0.0807,0.0369,113.346,0.135,7.322
7.5,0.22,0.4707,0.0777,0.0365,111.855,0.134,7.050
8.2,0.24,0.5027,0.0745,0.0361,111.109,0.132,6.761
9.0,0.27,0.5321,0.0712,0.0355,108.872,0.130,6.459
9.7,0.29,0.5589,0.0677,0.0349,107.381,0.128,6.147
10.5,0.31,0.5828,0.0641,0.0341,104.398,0.125,5.818
11.2,0.33,0.6039,0.0604,0.0332,102.161,0.122,5.476
12.0,0.35,0.6219,0.0565,0.0321,98.432,0.118,5.124
12.7,0.38,0.6366,0.0525,0.0310,95.450,0.114,4.760
13.5,0.40,0.6477,0.0484,0.0297,91.721,0.109,4.386
14.2,0.42,0.6546,0.0442,0.0284,87.247,0.104,4.008
15.0,0.44,0.6568,0.0399,0.0269,82.773,0.099,3.621
15.7,0.46,0.6534,0.0355,0.0253,77.553,0.093,3.225
16.5,0.49,0.6431,0.0311,0.0236,72.333,0.086,2.825
17.2,0.51,0.6243,0.0267,0.0217,67.113,0.080,2.420
18.0,0.53,0.5944,0.0222,0.0198,61.147,0.073,2.015
18.7,0.55,0.5496,0.0177,0.0178,54.436,0.065,1.606
19.5,0.58,0.4836,0.0132,0.0157,48.470,0.058,1.197
20.2,0.60,0.3859,0.0087,0.0135,41.759,0.050,0.792
21.0,0.62,0.2374,0.0043,0.0113,34.302,0.041,0.391
21.7,0.64,-0.0035,0.0000,0.0089,27.591,0.033,-0.004
