# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1064,0.0407,2883.621,2.118,97.936
2.3,0.03,0.0759,0.1057,0.0416,2949.243,2.166,97.318
4.6,0.06,0.1473,0.1050,0.0425,3017.102,2.216,96.606
6.9,0.09,0.2142,0.1041,0.0435,3085.706,2.267,95.788
9.2,0.12,0.2766,0.1031,0.0445,3155.056,2.318,94.845
11.5,0.15,0.3346,0.1019,0.0455,3222.915,2.368,93.755
13.8,0.18,0.3883,0.1005,0.0464,3287.791,2.415,92.496
16.1,0.21,0.4379,0.0989,0.0472,3348.192,2.460,91.051
18.4,0.24,0.4836,0.0971,0.0480,3401.883,2.499,89.391
20.7,0.27,0.5257,0.0951,0.0486,3446.625,2.532,87.497
23.0,0.30,0.5643,0.0927,0.0491,3479.436,2.556,85.348
25.3,0.33,0.5998,0.0901,0.0493,3498.824,2.570,82.928
27.6,0.36,0.6324,0.0872,0.0494,3501.807,2.572,80.215
29.9,0.39,0.6622,0.0839,0.0492,3486.147,2.561,77.203
32.2,0.42,0.6896,0.0803,0.0487,3450.353,2.534,73.876
34.5,0.45,0.7146,0.0763,0.0478,3391.443,2.491,70.237
36.8,0.48,0.7374,0.0720,0.0467,3308.670,2.431,66.292
39.1,0.51,0.7579,0.0674,0.0452,3202.035,2.352,62.048
41.4,0.54,0.7760,0.0625,0.0433,3069.301,2.255,57.524
43.7,0.57,0.7915,0.0573,0.0411,2913.449,2.140,52.751
46.0,0.60,0.8040,0.0519,0.0386,2734.481,2.009,47.783
48.3,0.63,0.8130,0.0463,0.0357,2533.888,1.862,42.650
50.6,0.66,0.8177,0.0406,0.0326,2314.652,1.700,37.392
52.9,0.69,0.8165,0.0348,0.0293,2076.774,1.525,32.041
55.2,0.72,0.8070,0.0289,0.0257,1821.745,1.338,26.632
57.5,0.75,0.7851,0.0230,0.0219,1552.547,1.141,21.196
59.8,0.78,0.7421,0.0171,0.0179,1270.673,0.934,15.769
62.1,0.81,0.6592,0.0113,0.0138,979.850,0.720,10.400
64.4,0.84,0.4840,0.0056,0.0096,682.315,0.501,5.124
66.7,0.87,-0.0002,0.0000,0.0054,382.544,0.281,0.000
