# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1039,0.0392,923.176,0.979,45.848
1.6,0.03,0.0769,0.1031,0.0401,944.056,1.002,45.483
3.2,0.06,0.1489,0.1022,0.0411,965.681,1.025,45.074
4.8,0.09,0.2162,0.1011,0.0420,988.052,1.048,44.611
6.4,0.12,0.2787,0.0999,0.0429,1009.678,1.072,44.086
8.0,0.15,0.3365,0.0986,0.0438,1031.303,1.094,43.495
9.6,0.18,0.3900,0.0971,0.0447,1051.437,1.116,42.823
11.2,0.21,0.4392,0.0954,0.0455,1070.079,1.135,42.067
12.8,0.24,0.4845,0.0934,0.0462,1085.739,1.152,41.213
14.4,0.27,0.5261,0.0913,0.0467,1099.162,1.166,40.256
16.0,0.30,0.5642,0.0888,0.0471,1108.856,1.176,39.193
17.6,0.33,0.5991,0.0862,0.0473,1113.330,1.182,38.006
19.2,0.36,0.6311,0.0832,0.0473,1113.330,1.181,36.693
20.7,0.39,0.6603,0.0799,0.0471,1107.364,1.175,35.248
22.3,0.42,0.6869,0.0763,0.0466,1095.433,1.162,33.673
23.9,0.45,0.7110,0.0725,0.0457,1076.045,1.142,31.960
25.5,0.48,0.7326,0.0683,0.0446,1049.945,1.114,30.119
27.1,0.51,0.7517,0.0638,0.0432,1015.643,1.078,28.148
28.7,0.54,0.7681,0.0591,0.0414,974.630,1.034,26.058
30.3,0.57,0.7816,0.0541,0.0393,925.414,0.982,23.860
31.9,0.60,0.7918,0.0489,0.0370,870.232,0.923,21.587
33.5,0.63,0.7979,0.0436,0.0344,808.339,0.858,19.243
35.1,0.66,0.7990,0.0382,0.0315,740.480,0.786,16.850
36.7,0.69,0.7935,0.0327,0.0284,667.401,0.708,14.426
38.3,0.72,0.7788,0.0271,0.0250,589.103,0.625,11.975
39.9,0.75,0.7504,0.0216,0.0215,506.330,0.537,9.519
41.5,0.78,0.6999,0.0160,0.0178,419.083,0.445,7.073
43.1,0.81,0.6092,0.0106,0.0140,329.599,0.349,4.657
44.7,0.84,0.4312,0.0052,0.0101,237.133,0.251,2.286
46.3,0.87,-0.0046,0.0000,0.0061,143.174,0.152,-0.013
