# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1035,0.0392,648.013,0.773,36.062
1.4,0.03,0.0766,0.1026,0.0401,662.181,0.791,35.764
2.8,0.06,0.1484,0.1017,0.0410,677.841,0.809,35.430
4.3,0.09,0.2153,0.1006,0.0419,692.755,0.827,35.056
5.7,0.12,0.2776,0.0994,0.0428,707.669,0.845,34.634
7.1,0.15,0.3353,0.0980,0.0437,722.583,0.862,34.158
8.5,0.18,0.3886,0.0965,0.0446,736.006,0.879,33.620
9.9,0.21,0.4377,0.0947,0.0453,748.683,0.894,33.019
11.3,0.24,0.4828,0.0928,0.0460,759.868,0.907,32.339
12.8,0.27,0.5243,0.0906,0.0465,768.817,0.918,31.578
14.2,0.30,0.5622,0.0882,0.0469,775.528,0.926,30.733
15.6,0.33,0.5970,0.0855,0.0471,778.511,0.930,29.794
17.0,0.36,0.6288,0.0825,0.0471,778.511,0.929,28.758
18.4,0.39,0.6578,0.0793,0.0469,774.036,0.924,27.619
19.9,0.42,0.6842,0.0757,0.0463,765.834,0.914,26.378
21.3,0.45,0.7081,0.0718,0.0455,752.411,0.898,25.035
22.7,0.48,0.7294,0.0677,0.0444,733.769,0.876,23.584
24.1,0.51,0.7482,0.0632,0.0430,709.906,0.848,22.041
25.5,0.54,0.7642,0.0585,0.0412,681.570,0.813,20.400
27.0,0.57,0.7773,0.0536,0.0392,648.013,0.773,18.678
28.4,0.60,0.7868,0.0485,0.0369,609.237,0.727,16.899
29.8,0.63,0.7922,0.0432,0.0343,565.986,0.676,15.062
31.2,0.66,0.7924,0.0378,0.0314,519.753,0.620,13.189
32.6,0.69,0.7858,0.0324,0.0284,469.045,0.560,11.290
34.0,0.72,0.7697,0.0269,0.0251,414.609,0.495,9.377
35.5,0.75,0.7397,0.0214,0.0216,357.190,0.427,7.455
36.9,0.78,0.6872,0.0159,0.0180,297.534,0.355,5.542
38.3,0.81,0.5945,0.0105,0.0142,234.895,0.281,3.652
39.7,0.84,0.4169,0.0052,0.0104,171.511,0.205,1.797
41.1,0.87,-0.0002,0.0000,0.0064,106.635,0.127,0.000
