# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1030,0.0393,434.743,0.593,27.494
1.2,0.03,0.0762,0.1022,0.0401,444.437,0.606,27.263
2.5,0.06,0.1476,0.1012,0.0410,454.131,0.620,27.005
3.7,0.09,0.2142,0.1001,0.0420,464.571,0.634,26.712
5.0,0.12,0.2762,0.0989,0.0429,474.265,0.647,26.382
6.2,0.15,0.3336,0.0975,0.0437,483.959,0.660,26.013
7.4,0.18,0.3867,0.0959,0.0445,492.908,0.673,25.600
8.7,0.21,0.4356,0.0942,0.0453,501.110,0.684,25.132
9.9,0.24,0.4805,0.0922,0.0459,508.567,0.694,24.608
11.2,0.27,0.5218,0.0900,0.0465,514.533,0.702,24.025
12.4,0.30,0.5596,0.0876,0.0468,518.261,0.707,23.375
13.7,0.33,0.5942,0.0849,0.0470,520.499,0.710,22.655
14.9,0.36,0.6258,0.0819,0.0470,520.499,0.710,21.863
16.1,0.39,0.6547,0.0787,0.0467,517.516,0.706,20.991
17.4,0.42,0.6808,0.0751,0.0462,511.550,0.698,20.044
18.6,0.45,0.7045,0.0713,0.0454,502.602,0.686,19.016
19.9,0.48,0.7255,0.0671,0.0443,490.671,0.669,17.913
21.1,0.51,0.7439,0.0627,0.0429,475.011,0.648,16.734
22.3,0.54,0.7595,0.0580,0.0412,455.623,0.622,15.484
23.6,0.57,0.7720,0.0531,0.0391,433.252,0.591,14.176
24.8,0.60,0.7809,0.0481,0.0368,407.898,0.556,12.824
26.1,0.63,0.7855,0.0428,0.0343,379.561,0.517,11.427
27.3,0.66,0.7846,0.0375,0.0315,348.242,0.475,10.004
28.6,0.69,0.7767,0.0321,0.0284,314.685,0.429,8.563
29.8,0.72,0.7590,0.0266,0.0252,278.892,0.381,7.108
31.0,0.75,0.7270,0.0212,0.0218,240.861,0.329,5.649
32.3,0.78,0.6721,0.0157,0.0182,201.339,0.275,4.195
33.5,0.81,0.5767,0.0103,0.0145,160.325,0.219,2.762
34.8,0.84,0.3977,0.0051,0.0107,118.566,0.161,1.352
36.0,0.87,-0.0061,0.0000,0.0068,75.316,0.103,-0.013
