# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1057,0.0399,2223.677,1.770,82.902
2.1,0.03,0.0769,0.1050,0.0408,2276.622,1.811,82.337
4.3,0.06,0.1490,0.1042,0.0418,2331.058,1.855,81.687
6.4,0.09,0.2163,0.1032,0.0428,2386.240,1.899,80.949
8.5,0.12,0.2789,0.1021,0.0438,2441.421,1.943,80.099
10.6,0.15,0.3369,0.1009,0.0447,2495.857,1.986,79.129
12.7,0.18,0.3905,0.0995,0.0457,2547.311,2.027,78.017
14.9,0.21,0.4399,0.0979,0.0465,2595.036,2.065,76.745
17.0,0.24,0.4854,0.0960,0.0473,2636.795,2.099,75.295
19.1,0.27,0.5272,0.0939,0.0479,2671.843,2.126,73.649
21.3,0.30,0.5655,0.0916,0.0484,2697.942,2.147,71.794
23.4,0.33,0.6008,0.0889,0.0486,2712.110,2.158,69.713
25.5,0.36,0.6331,0.0859,0.0487,2714.348,2.160,67.391
27.6,0.39,0.6628,0.0827,0.0484,2701.671,2.150,64.819
29.8,0.42,0.6900,0.0791,0.0479,2672.588,2.127,61.990
31.9,0.45,0.7148,0.0751,0.0471,2627.101,2.091,58.908
34.0,0.48,0.7372,0.0709,0.0460,2562.970,2.039,55.567
36.1,0.51,0.7573,0.0663,0.0445,2479.452,1.973,51.986
38.3,0.54,0.7750,0.0614,0.0426,2377.291,1.892,48.170
40.4,0.57,0.7900,0.0563,0.0405,2256.488,1.796,44.157
42.5,0.60,0.8019,0.0510,0.0380,2118.533,1.686,39.976
44.6,0.63,0.8102,0.0455,0.0352,1964.919,1.563,35.670
46.8,0.66,0.8139,0.0399,0.0322,1795.645,1.429,31.262
48.9,0.69,0.8117,0.0341,0.0289,1612.203,1.283,26.778
51.0,0.72,0.8011,0.0284,0.0254,1416.084,1.127,22.250
53.1,0.75,0.7779,0.0226,0.0217,1208.779,0.962,17.699
55.3,0.78,0.7339,0.0168,0.0178,991.035,0.789,13.167
57.4,0.81,0.6506,0.0111,0.0137,765.834,0.609,8.683
59.5,0.84,0.4771,0.0055,0.0096,533.921,0.425,4.284
61.6,0.87,0.0016,0.0000,0.0054,299.026,0.238,0.009
