# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1012,0.0469,1.491,0.014,0.552
0.2,0.03,0.0622,0.1003,0.0477,1.491,0.015,0.547
0.3,0.06,0.1212,0.0993,0.0485,1.491,0.015,0.543
0.5,0.09,0.1769,0.0981,0.0492,1.491,0.015,0.534
0.7,0.12,0.2294,0.0968,0.0499,1.491,0.015,0.529
0.9,0.15,0.2786,0.0954,0.0506,1.491,0.016,0.520
1.1,0.18,0.3245,0.0938,0.0513,1.491,0.016,0.512
1.2,0.21,0.3674,0.0920,0.0519,1.491,0.016,0.503
1.4,0.24,0.4071,0.0900,0.0523,1.491,0.016,0.489
1.6,0.27,0.4439,0.0878,0.0527,1.491,0.016,0.480
1.8,0.30,0.4778,0.0854,0.0529,1.491,0.016,0.467
1.9,0.33,0.5090,0.0828,0.0529,1.491,0.016,0.449
2.1,0.35,0.5373,0.0799,0.0528,1.491,0.016,0.436
2.3,0.38,0.5630,0.0767,0.0524,1.491,0.016,0.418
2.5,0.41,0.5859,0.0732,0.0518,1.491,0.016,0.400
2.6,0.44,0.6059,0.0695,0.0509,1.491,0.016,0.378
2.8,0.47,0.6230,0.0655,0.0498,1.491,0.015,0.356
3.0,0.50,0.6367,0.0613,0.0484,1.491,0.015,0.334
3.2,0.53,0.6466,0.0568,0.0468,1.491,0.014,0.311
3.3,0.56,0.6522,0.0521,0.0449,1.491,0.014,0.285
3.5,0.59,0.6528,0.0472,0.0427,1.491,0.013,0.258
3.7,0.62,0.6471,0.0421,0.0404,1.491,0.012,0.231
3.9,0.65,0.6340,0.0369,0.0379,1.491,0.012,0.200
4.0,0.68,0.6116,0.0316,0.0352,1.491,0.011,0.173
4.2,0.71,0.5772,0.0263,0.0324,0.746,0.010,0.142
4.4,0.74,0.5271,0.0209,0.0294,0.746,0.009,0.116
4.6,0.77,0.4557,0.0156,0.0263,0.746,0.008,0.085
4.7,0.80,0.3542,0.0102,0.0231,0.746,0.007,0.058
4.9,0.83,0.2081,0.0050,0.0198,0.746,0.006,0.027
5.1,0.86,-0.0082,-0.0002,0.0165,0.746,0.005,0.000
