# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1045,0.0393,1269.927,1.213,56.893
1.8,0.03,0.0770,0.1037,0.0403,1299.755,1.241,56.457
3.5,0.06,0.1492,0.1028,0.0412,1329.583,1.270,55.968
5.3,0.09,0.2166,0.1018,0.0422,1360.902,1.300,55.411
7.1,0.12,0.2792,0.1006,0.0431,1391.476,1.329,54.780
8.9,0.15,0.3372,0.0993,0.0440,1421.304,1.357,54.064
10.6,0.18,0.3908,0.0978,0.0449,1449.641,1.384,53.250
12.4,0.21,0.4401,0.0961,0.0457,1475.740,1.409,52.329
14.2,0.24,0.4855,0.0942,0.0464,1498.111,1.431,51.288
16.0,0.27,0.5272,0.0920,0.0470,1516.754,1.449,50.118
17.7,0.30,0.5654,0.0896,0.0474,1530.176,1.462,48.806
19.5,0.33,0.6004,0.0869,0.0476,1537.633,1.469,47.342
21.3,0.36,0.6325,0.0840,0.0477,1537.633,1.469,45.723
23.0,0.39,0.6619,0.0807,0.0474,1530.176,1.461,43.940
24.8,0.42,0.6887,0.0771,0.0469,1513.025,1.445,41.987
26.6,0.45,0.7130,0.0732,0.0461,1486.926,1.420,39.861
28.4,0.48,0.7349,0.0690,0.0449,1450.386,1.385,37.574
30.1,0.51,0.7543,0.0645,0.0435,1403.407,1.340,35.123
31.9,0.54,0.7712,0.0597,0.0417,1345.988,1.285,32.521
33.7,0.57,0.7851,0.0547,0.0396,1278.130,1.221,29.790
35.5,0.60,0.7959,0.0495,0.0372,1200.577,1.147,26.952
37.2,0.63,0.8027,0.0441,0.0345,1114.821,1.064,24.029
39.0,0.66,0.8047,0.0386,0.0316,1020.117,0.974,21.045
40.8,0.69,0.8002,0.0331,0.0284,917.957,0.877,18.015
42.6,0.72,0.7869,0.0275,0.0251,809.084,0.772,14.955
44.3,0.75,0.7602,0.0218,0.0215,693.501,0.662,11.890
46.1,0.78,0.7117,0.0162,0.0177,571.952,0.546,8.834
47.9,0.81,0.6231,0.0107,0.0138,446.674,0.426,5.809
49.6,0.84,0.4457,0.0052,0.0098,317.668,0.303,2.851
51.4,0.87,-0.0068,0.0000,0.0058,186.425,0.178,-0.027
