# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1021,0.0404,83.518,0.199,8.892
0.7,0.03,0.0733,0.1012,0.0412,85.010,0.203,8.816
1.4,0.06,0.1422,0.1001,0.0421,87.247,0.208,8.727
2.1,0.09,0.2066,0.0990,0.0429,88.738,0.212,8.625
2.8,0.12,0.2667,0.0977,0.0438,90.230,0.216,8.518
3.5,0.15,0.3224,0.0963,0.0446,92.467,0.220,8.394
4.2,0.18,0.3741,0.0947,0.0454,93.958,0.224,8.256
5.0,0.21,0.4217,0.0930,0.0461,95.450,0.227,8.100
5.7,0.24,0.4657,0.0910,0.0467,96.195,0.230,7.927
6.4,0.27,0.5060,0.0888,0.0472,97.687,0.233,7.735
7.1,0.30,0.5430,0.0863,0.0475,98.432,0.234,7.522
7.8,0.33,0.5769,0.0836,0.0476,98.432,0.235,7.286
8.5,0.36,0.6077,0.0807,0.0476,98.432,0.235,7.028
9.2,0.39,0.6358,0.0775,0.0473,97.687,0.233,6.748
9.9,0.42,0.6611,0.0739,0.0468,96.941,0.231,6.441
10.6,0.45,0.6838,0.0701,0.0459,94.704,0.227,6.112
11.3,0.48,0.7038,0.0661,0.0448,92.467,0.221,5.756
12.0,0.51,0.7209,0.0617,0.0435,89.484,0.214,5.378
12.7,0.54,0.7349,0.0571,0.0418,86.501,0.206,4.978
13.5,0.57,0.7454,0.0523,0.0398,82.027,0.196,4.555
14.2,0.60,0.7518,0.0473,0.0376,77.553,0.185,4.119
14.9,0.63,0.7533,0.0422,0.0351,72.333,0.173,3.674
15.6,0.66,0.7487,0.0369,0.0324,67.113,0.160,3.216
16.3,0.69,0.7362,0.0316,0.0295,61.147,0.145,2.753
17.0,0.72,0.7128,0.0262,0.0264,54.436,0.130,2.286
17.7,0.75,0.6739,0.0209,0.0231,47.725,0.114,1.819
18.4,0.78,0.6115,0.0155,0.0197,41.013,0.097,1.352
19.1,0.81,0.5099,0.0102,0.0161,33.556,0.080,0.890
19.8,0.84,0.3351,0.0050,0.0125,26.099,0.062,0.436
20.5,0.87,-0.0039,0.0000,0.0088,17.897,0.043,-0.004
