# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1024,0.0398,160.325,0.307,13.936
0.9,0.03,0.0746,0.1015,0.0407,164.054,0.313,13.812
1.8,0.06,0.1446,0.1004,0.0415,167.782,0.320,13.674
2.7,0.09,0.2100,0.0993,0.0424,170.765,0.327,13.523
3.5,0.12,0.2710,0.0981,0.0433,174.494,0.333,13.349
4.4,0.15,0.3275,0.0967,0.0441,178.222,0.340,13.158
5.3,0.18,0.3797,0.0951,0.0449,181.205,0.346,12.944
6.2,0.21,0.4280,0.0933,0.0456,184.188,0.351,12.704
7.1,0.24,0.4723,0.0913,0.0462,186.425,0.356,12.433
8.0,0.27,0.5131,0.0891,0.0467,188.662,0.360,12.135
8.9,0.30,0.5504,0.0867,0.0471,190.153,0.363,11.801
9.7,0.33,0.5846,0.0840,0.0472,190.899,0.364,11.436
10.6,0.36,0.6158,0.0810,0.0472,190.153,0.364,11.032
11.5,0.39,0.6442,0.0778,0.0469,189.408,0.362,10.591
12.4,0.42,0.6698,0.0743,0.0464,187.171,0.357,10.111
13.3,0.45,0.6929,0.0704,0.0456,184.188,0.351,9.590
14.2,0.48,0.7132,0.0663,0.0445,179.714,0.343,9.030
15.1,0.51,0.7309,0.0620,0.0431,173.748,0.332,8.438
15.9,0.54,0.7455,0.0573,0.0414,167.037,0.319,7.807
16.8,0.57,0.7567,0.0525,0.0394,158.834,0.304,7.148
17.7,0.60,0.7641,0.0475,0.0371,149.886,0.286,6.463
18.6,0.63,0.7669,0.0423,0.0346,139.446,0.267,5.760
19.5,0.66,0.7637,0.0371,0.0319,129.006,0.246,5.044
20.4,0.69,0.7529,0.0317,0.0290,117.075,0.223,4.319
21.3,0.72,0.7318,0.0263,0.0258,104.398,0.199,3.585
22.1,0.75,0.6955,0.0209,0.0225,90.975,0.173,2.851
23.0,0.78,0.6358,0.0156,0.0190,76.807,0.147,2.117
23.9,0.81,0.5362,0.0102,0.0154,61.893,0.119,1.392
24.8,0.84,0.3591,0.0050,0.0117,46.979,0.090,0.685
25.7,0.87,-0.0041,0.0000,0.0080,32.065,0.061,-0.004
