# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1027,0.0395,275.163,0.438,20.128
1.1,0.03,0.0755,0.1018,0.0403,281.129,0.447,19.955
2.1,0.06,0.1463,0.1008,0.0412,287.094,0.457,19.759
3.2,0.09,0.2124,0.0997,0.0421,293.806,0.467,19.545
4.3,0.12,0.2739,0.0984,0.0430,299.771,0.477,19.301
5.3,0.15,0.3310,0.0970,0.0438,305.737,0.486,19.025
6.4,0.18,0.3837,0.0955,0.0446,310.957,0.495,18.718
7.4,0.21,0.4323,0.0937,0.0454,316.177,0.503,18.371
8.5,0.24,0.4770,0.0917,0.0460,320.651,0.511,17.984
9.6,0.27,0.5180,0.0895,0.0465,324.379,0.516,17.557
10.6,0.30,0.5556,0.0871,0.0469,326.617,0.520,17.077
11.7,0.33,0.5901,0.0844,0.0471,328.108,0.522,16.547
12.8,0.36,0.6215,0.0814,0.0470,328.108,0.522,15.969
13.8,0.39,0.6501,0.0782,0.0468,325.871,0.519,15.329
14.9,0.42,0.6761,0.0747,0.0462,322.142,0.513,14.635
16.0,0.45,0.6994,0.0708,0.0454,316.922,0.504,13.883
17.0,0.48,0.7201,0.0667,0.0443,308.720,0.492,13.078
18.1,0.51,0.7382,0.0623,0.0429,299.026,0.476,12.219
19.1,0.54,0.7533,0.0577,0.0412,287.094,0.457,11.307
20.2,0.57,0.7653,0.0528,0.0392,273.672,0.435,10.351
21.3,0.60,0.7735,0.0478,0.0369,257.266,0.410,9.364
22.3,0.63,0.7772,0.0426,0.0344,240.115,0.382,8.345
23.4,0.66,0.7753,0.0373,0.0316,220.727,0.351,7.308
24.5,0.69,0.7661,0.0319,0.0286,199.848,0.318,6.254
25.5,0.72,0.7469,0.0265,0.0255,177.477,0.282,5.196
26.6,0.75,0.7129,0.0211,0.0221,154.360,0.245,4.128
27.6,0.78,0.6559,0.0157,0.0186,129.752,0.206,3.069
28.7,0.81,0.5588,0.0103,0.0149,103.652,0.165,2.024
29.8,0.84,0.3813,0.0051,0.0112,77.553,0.124,0.996
30.8,0.87,-0.0007,0.0000,0.0074,51.453,0.082,0.000
