# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1018,0.0413,35.794,0.115,4.991
0.5,0.03,0.0714,0.1009,0.0421,36.539,0.117,4.946
1.1,0.06,0.1385,0.0999,0.0430,37.285,0.119,4.897
1.6,0.09,0.2015,0.0987,0.0438,38.031,0.122,4.840
2.1,0.12,0.2602,0.0975,0.0447,38.776,0.124,4.777
2.7,0.15,0.3149,0.0960,0.0455,39.522,0.126,4.706
3.2,0.18,0.3656,0.0944,0.0462,40.268,0.128,4.631
3.7,0.21,0.4125,0.0927,0.0469,41.013,0.130,4.542
4.2,0.24,0.4557,0.0907,0.0475,41.013,0.132,4.444
4.8,0.27,0.4954,0.0885,0.0479,41.759,0.133,4.337
5.3,0.30,0.5319,0.0861,0.0482,41.759,0.134,4.217
5.8,0.33,0.5653,0.0834,0.0484,42.505,0.134,4.088
6.4,0.36,0.5958,0.0804,0.0483,41.759,0.134,3.941
6.9,0.39,0.6234,0.0772,0.0480,41.759,0.133,3.785
7.4,0.42,0.6484,0.0737,0.0474,41.013,0.132,3.612
7.9,0.45,0.6706,0.0699,0.0466,40.268,0.129,3.425
8.5,0.48,0.6900,0.0659,0.0455,39.522,0.126,3.229
9.0,0.51,0.7064,0.0615,0.0441,38.776,0.122,3.016
9.5,0.54,0.7196,0.0570,0.0425,37.285,0.118,2.793
10.1,0.57,0.7292,0.0522,0.0405,35.048,0.112,2.558
10.6,0.60,0.7344,0.0472,0.0383,33.556,0.106,2.313
11.1,0.63,0.7345,0.0421,0.0359,31.319,0.100,2.064
11.7,0.66,0.7281,0.0369,0.0332,29.082,0.092,1.806
12.2,0.69,0.7134,0.0316,0.0304,26.099,0.084,1.548
12.7,0.72,0.6875,0.0263,0.0273,23.862,0.076,1.286
13.3,0.75,0.6459,0.0209,0.0241,20.880,0.067,1.023
13.8,0.78,0.5808,0.0156,0.0208,17.897,0.058,0.761
14.3,0.80,0.4780,0.0103,0.0173,14.914,0.048,0.503
14.8,0.83,0.3085,0.0051,0.0137,11.931,0.038,0.249
15.4,0.86,0.0013,0.0000,0.0101,8.948,0.028,0.000
