# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1523,0.0941,1905.263,1.213,48.561
3.1,0.05,0.0766,0.1520,0.0957,1937.328,1.233,48.481
6.1,0.10,0.1501,0.1518,0.0975,1974.613,1.257,48.414
9.2,0.14,0.2200,0.1516,0.0997,2018.610,1.285,48.357
12.2,0.19,0.2859,0.1514,0.1021,2067.826,1.317,48.303
15.3,0.24,0.3476,0.1512,0.1049,2123.753,1.352,48.241
18.4,0.29,0.4048,0.1510,0.1079,2184.901,1.391,48.161
21.4,0.34,0.4574,0.1506,0.1111,2250.522,1.433,48.045
24.5,0.39,0.5054,0.1501,0.1145,2319.127,1.477,47.876
27.5,0.43,0.5489,0.1493,0.1180,2389.222,1.521,47.618
30.6,0.48,0.5881,0.1481,0.1214,2458.572,1.565,47.249
33.7,0.53,0.6235,0.1465,0.1246,2523.448,1.606,46.733
36.7,0.58,0.6553,0.1443,0.1274,2580.122,1.642,46.030
39.8,0.63,0.6840,0.1414,0.1296,2624.118,1.671,45.114
42.8,0.67,0.7100,0.1378,0.1309,2651.709,1.688,43.940
45.9,0.72,0.7338,0.1332,0.1312,2657.674,1.692,42.481
49.0,0.77,0.7556,0.1276,0.1303,2638.286,1.680,40.710
52.0,0.82,0.7757,0.1211,0.1279,2590.561,1.649,38.619
55.1,0.87,0.7942,0.1135,0.1240,2511.517,1.599,36.209
58.2,0.92,0.8110,0.1050,0.1186,2401.899,1.529,33.504
61.2,0.96,0.8259,0.0958,0.1118,2264.691,1.442,30.559
64.3,1.01,0.8383,0.0860,0.1038,2102.874,1.339,27.432
67.3,1.06,0.8475,0.0757,0.0948,1919.431,1.222,24.158
70.4,1.11,0.8523,0.0652,0.0848,1716.601,1.093,20.787
73.5,1.16,0.8505,0.0543,0.0739,1496.620,0.953,17.335
76.5,1.20,0.8387,0.0434,0.0623,1261.724,0.804,13.834
79.6,1.25,0.8092,0.0323,0.0501,1014.898,0.646,10.315
82.6,1.30,0.7440,0.0214,0.0374,756.885,0.482,6.815
85.7,1.35,0.5851,0.0105,0.0243,491.416,0.313,3.354
88.8,1.40,-0.0071,-0.0001,0.0110,222.219,0.141,-0.018
