# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1521,0.0938,1543.599,1.053,42.258
2.9,0.05,0.0768,0.1518,0.0953,1569.698,1.071,42.182
5.7,0.10,0.1504,0.1516,0.0972,1600.272,1.092,42.120
8.6,0.14,0.2204,0.1514,0.0994,1636.066,1.116,42.062
11.4,0.19,0.2864,0.1512,0.1018,1676.333,1.143,42.005
14.3,0.24,0.3481,0.1510,0.1045,1721.075,1.174,41.942
17.1,0.29,0.4052,0.1507,0.1075,1771.037,1.208,41.862
20.0,0.34,0.4578,0.1503,0.1108,1823.982,1.244,41.747
22.9,0.39,0.5057,0.1497,0.1141,1879.164,1.282,41.582
25.7,0.43,0.5492,0.1488,0.1175,1935.837,1.320,41.337
28.6,0.48,0.5884,0.1476,0.1209,1990.273,1.358,40.995
31.4,0.53,0.6237,0.1459,0.1240,2041.726,1.393,40.528
34.3,0.58,0.6555,0.1436,0.1267,2086.468,1.423,39.896
37.1,0.63,0.6841,0.1406,0.1288,2121.516,1.447,39.073
40.0,0.67,0.7101,0.1369,0.1301,2142.396,1.461,38.032
42.9,0.72,0.7338,0.1323,0.1303,2146.124,1.464,36.747
45.7,0.77,0.7555,0.1267,0.1293,2128.973,1.452,35.194
48.6,0.82,0.7756,0.1201,0.1269,2089.451,1.425,33.366
51.4,0.87,0.7939,0.1125,0.1230,2025.321,1.381,31.267
54.3,0.92,0.8105,0.1041,0.1176,1936.583,1.321,28.913
57.1,0.96,0.8251,0.0949,0.1109,1825.473,1.245,26.360
60.0,1.01,0.8372,0.0851,0.1029,1694.976,1.156,23.651
62.9,1.06,0.8459,0.0749,0.0940,1547.327,1.055,20.822
65.7,1.11,0.8500,0.0645,0.0841,1384.019,0.944,17.909
68.6,1.16,0.8475,0.0537,0.0734,1208.034,0.824,14.928
71.4,1.21,0.8345,0.0429,0.0619,1019.372,0.695,11.912
74.3,1.25,0.8034,0.0320,0.0499,821.016,0.560,8.883
77.1,1.30,0.7360,0.0211,0.0373,614.457,0.419,5.863
80.0,1.35,0.5746,0.0104,0.0244,401.932,0.274,2.887
82.9,1.40,-0.0061,0.0000,0.0113,186.425,0.127,-0.013
