# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1344,0.0682,2011.153,1.130,55.082
2.9,0.04,0.0777,0.1342,0.0697,2055.895,1.155,54.976
5.8,0.08,0.1514,0.1339,0.0714,2105.856,1.183,54.860
8.7,0.12,0.2209,0.1336,0.0733,2160.293,1.213,54.722
11.6,0.16,0.2858,0.1332,0.0753,2219.203,1.246,54.557
14.5,0.20,0.3462,0.1327,0.0774,2281.096,1.282,54.348
17.4,0.24,0.4019,0.1320,0.0796,2346.717,1.318,54.081
20.3,0.28,0.4530,0.1312,0.0819,2413.085,1.356,53.735
23.3,0.32,0.4997,0.1301,0.0841,2479.452,1.393,53.285
26.2,0.36,0.5422,0.1287,0.0863,2542.837,1.428,52.707
29.1,0.40,0.5808,0.1269,0.0882,2601.001,1.461,51.969
32.0,0.44,0.6158,0.1246,0.0899,2650.217,1.489,51.048
34.9,0.48,0.6476,0.1218,0.0912,2688.248,1.510,49.918
37.8,0.53,0.6766,0.1185,0.0920,2710.619,1.523,48.548
40.7,0.57,0.7031,0.1145,0.0921,2715.093,1.525,46.929
43.6,0.61,0.7274,0.1099,0.0915,2698.688,1.516,45.034
46.5,0.65,0.7497,0.1046,0.0902,2658.420,1.493,42.863
49.4,0.69,0.7702,0.0987,0.0879,2592.798,1.456,40.417
52.3,0.73,0.7887,0.0920,0.0848,2500.332,1.405,37.699
55.2,0.77,0.8053,0.0848,0.0808,2382.511,1.338,34.741
58.1,0.81,0.8196,0.0771,0.0760,2240.828,1.259,31.591
61.0,0.85,0.8311,0.0691,0.0705,2077.520,1.167,28.291
63.9,0.89,0.8391,0.0607,0.0643,1895.569,1.065,24.874
66.8,0.93,0.8423,0.0521,0.0575,1695.722,0.952,21.365
69.8,0.97,0.8386,0.0434,0.0502,1480.214,0.831,17.793
72.7,1.01,0.8243,0.0346,0.0424,1250.539,0.702,14.185
75.6,1.05,0.7917,0.0258,0.0342,1008.932,0.567,10.573
78.5,1.09,0.7225,0.0170,0.0257,758.377,0.426,6.979
81.4,1.13,0.5596,0.0084,0.0170,501.110,0.281,3.443
84.3,1.17,-0.0002,0.0000,0.0082,240.861,0.135,0.000
