# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1326,0.0676,207.305,0.248,12.032
1.4,0.04,0.0773,0.1322,0.0691,212.524,0.253,11.992
2.7,0.08,0.1504,0.1317,0.0707,216.999,0.259,11.948
4.1,0.12,0.2191,0.1311,0.0725,222.964,0.266,11.895
5.5,0.16,0.2832,0.1304,0.0744,228.930,0.273,11.832
6.8,0.20,0.3426,0.1296,0.0764,234.895,0.280,11.757
8.2,0.24,0.3974,0.1286,0.0784,240.861,0.288,11.663
9.6,0.28,0.4476,0.1273,0.0805,246.827,0.295,11.552
10.9,0.32,0.4935,0.1258,0.0824,253.538,0.302,11.419
12.3,0.36,0.5353,0.1240,0.0843,258.758,0.309,11.254
13.7,0.40,0.5733,0.1218,0.0859,263.978,0.315,11.054
15.1,0.44,0.6077,0.1192,0.0872,267.706,0.320,10.818
16.4,0.48,0.6390,0.1161,0.0881,270.689,0.323,10.538
17.8,0.53,0.6675,0.1125,0.0886,272.180,0.325,10.209
19.2,0.57,0.6933,0.1084,0.0884,271.435,0.324,9.835
20.5,0.61,0.7168,0.1037,0.0877,269.198,0.321,9.404
21.9,0.65,0.7380,0.0983,0.0862,264.723,0.316,8.923
23.3,0.69,0.7570,0.0925,0.0839,258.012,0.308,8.389
24.6,0.73,0.7737,0.0860,0.0808,248.318,0.296,7.802
26.0,0.77,0.7879,0.0790,0.0770,236.387,0.282,7.171
27.4,0.81,0.7991,0.0717,0.0725,222.964,0.266,6.508
28.7,0.85,0.8067,0.0641,0.0674,207.305,0.247,5.814
30.1,0.89,0.8095,0.0563,0.0618,190.153,0.227,5.102
31.5,0.93,0.8060,0.0482,0.0556,170.765,0.204,4.377
32.8,0.97,0.7936,0.0401,0.0490,150.631,0.180,3.639
34.2,1.01,0.7679,0.0320,0.0420,129.006,0.154,2.900
35.6,1.05,0.7202,0.0238,0.0347,106.635,0.127,2.157
36.9,1.09,0.6321,0.0157,0.0271,83.518,0.099,1.423
38.3,1.13,0.4543,0.0077,0.0193,58.910,0.071,0.703
39.7,1.17,0.0009,0.0000,0.0114,35.048,0.042,0.000
