# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1333,0.0671,694.992,0.553,27.219
2.1,0.04,0.0784,0.1330,0.0686,711.398,0.566,27.143
4.1,0.08,0.1525,0.1325,0.0703,728.549,0.580,27.054
6.2,0.12,0.2222,0.1320,0.0721,747.191,0.595,26.952
8.2,0.16,0.2871,0.1315,0.0740,768.071,0.611,26.832
10.3,0.20,0.3474,0.1307,0.0761,788.950,0.628,26.685
12.3,0.24,0.4028,0.1298,0.0782,810.576,0.645,26.503
14.4,0.28,0.4536,0.1287,0.0803,832.947,0.663,26.276
16.4,0.32,0.5000,0.1274,0.0824,854.572,0.680,25.995
18.5,0.36,0.5422,0.1257,0.0843,874.706,0.696,25.653
20.5,0.40,0.5805,0.1236,0.0861,892.603,0.710,25.226
22.6,0.44,0.6152,0.1211,0.0875,907.517,0.722,24.714
24.6,0.49,0.6468,0.1181,0.0886,918.702,0.731,24.105
26.7,0.53,0.6755,0.1145,0.0891,923.922,0.736,23.384
28.8,0.57,0.7017,0.1104,0.0891,923.922,0.735,22.544
30.8,0.61,0.7255,0.1057,0.0884,916.465,0.729,21.578
32.9,0.65,0.7472,0.1004,0.0869,901.551,0.717,20.493
34.9,0.69,0.7669,0.0944,0.0847,877.689,0.699,19.279
37.0,0.73,0.7844,0.0879,0.0816,845.624,0.673,17.944
39.0,0.77,0.7997,0.0809,0.0777,805.356,0.641,16.503
41.1,0.81,0.8123,0.0734,0.0731,757.631,0.603,14.982
43.1,0.85,0.8218,0.0656,0.0678,703.195,0.560,13.398
45.2,0.89,0.8270,0.0576,0.0620,642.793,0.511,11.761
47.2,0.93,0.8267,0.0494,0.0556,576.426,0.459,10.089
49.3,0.97,0.8186,0.0411,0.0487,505.585,0.402,8.394
51.4,1.01,0.7984,0.0327,0.0415,429.523,0.342,6.681
53.4,1.05,0.7579,0.0244,0.0338,350.479,0.279,4.978
55.5,1.09,0.6785,0.0161,0.0259,268.452,0.214,3.283
57.5,1.13,0.5066,0.0079,0.0177,183.442,0.146,1.619
59.6,1.17,0.0003,0.0000,0.0095,97.687,0.078,0.000
