# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1318,0.0721,11.931,0.037,1.681
0.5,0.04,0.0717,0.1313,0.0735,11.931,0.038,1.677
1.0,0.08,0.1397,0.1307,0.0751,11.931,0.039,1.668
1.5,0.12,0.2039,0.1301,0.0768,12.677,0.040,1.659
2.0,0.16,0.2641,0.1293,0.0786,12.677,0.041,1.650
2.5,0.20,0.3201,0.1284,0.0805,12.677,0.042,1.637
3.1,0.24,0.3721,0.1273,0.0824,13.423,0.042,1.624
3.6,0.28,0.4200,0.1260,0.0843,13.423,0.043,1.606
4.1,0.32,0.4640,0.1244,0.0861,14.168,0.044,1.588
4.6,0.36,0.5043,0.1225,0.0878,14.168,0.045,1.561
5.1,0.40,0.5411,0.1203,0.0893,14.168,0.046,1.535
5.6,0.44,0.5747,0.1177,0.0904,14.914,0.047,1.499
6.1,0.48,0.6052,0.1146,0.0912,14.914,0.047,1.463
6.6,0.52,0.6329,0.1110,0.0915,14.914,0.047,1.415
7.1,0.56,0.6581,0.1069,0.0913,14.914,0.047,1.366
7.6,0.60,0.6808,0.1022,0.0904,14.914,0.047,1.303
8.2,0.64,0.7011,0.0970,0.0889,14.168,0.046,1.237
8.7,0.68,0.7188,0.0912,0.0866,14.168,0.045,1.165
9.2,0.72,0.7338,0.0849,0.0836,13.423,0.043,1.081
9.7,0.76,0.7458,0.0781,0.0799,12.677,0.041,0.996
10.2,0.80,0.7539,0.0709,0.0755,11.931,0.039,0.903
10.7,0.84,0.7574,0.0635,0.0706,11.185,0.036,0.810
11.2,0.88,0.7549,0.0558,0.0653,10.440,0.034,0.712
11.7,0.92,0.7444,0.0479,0.0594,9.694,0.031,0.609
12.2,0.96,0.7231,0.0399,0.0532,8.948,0.027,0.507
12.7,1.00,0.6862,0.0318,0.0466,7.457,0.024,0.405
13.3,1.04,0.6252,0.0237,0.0396,6.711,0.020,0.302
13.8,1.08,0.5242,0.0157,0.0325,5.220,0.017,0.200
14.3,1.12,0.3484,0.0078,0.0252,3.728,0.013,0.098
14.8,1.16,0.0046,0.0001,0.0177,2.983,0.009,0.000
