# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1342,0.0677,1664.402,0.993,48.708
2.7,0.04,0.0782,0.1339,0.0692,1701.687,1.016,48.606
5.5,0.08,0.1522,0.1336,0.0709,1743.446,1.041,48.490
8.2,0.12,0.2219,0.1332,0.0728,1788.934,1.068,48.357
10.9,0.16,0.2870,0.1328,0.0748,1838.150,1.097,48.192
13.7,0.20,0.3474,0.1322,0.0769,1890.349,1.128,47.987
16.4,0.24,0.4030,0.1315,0.0791,1944.785,1.161,47.734
19.2,0.28,0.4541,0.1306,0.0814,1999.967,1.194,47.400
21.9,0.32,0.5006,0.1294,0.0836,2054.403,1.226,46.978
24.6,0.36,0.5430,0.1280,0.0857,2106.602,1.257,46.435
27.4,0.40,0.5815,0.1261,0.0876,2153.581,1.285,45.759
30.1,0.44,0.6164,0.1238,0.0892,2193.103,1.309,44.918
32.8,0.48,0.6482,0.1209,0.0905,2223.677,1.327,43.891
35.6,0.53,0.6771,0.1176,0.0912,2241.574,1.338,42.658
38.3,0.57,0.7035,0.1135,0.0913,2243.811,1.339,41.208
41.1,0.61,0.7277,0.1089,0.0907,2228.897,1.330,39.518
43.8,0.65,0.7499,0.1036,0.0893,2194.595,1.310,37.592
46.5,0.69,0.7702,0.0976,0.0871,2139.413,1.277,35.426
49.3,0.73,0.7885,0.0910,0.0839,2062.606,1.231,33.024
52.0,0.77,0.8048,0.0838,0.0799,1964.919,1.173,30.417
54.7,0.81,0.8188,0.0762,0.0752,1847.844,1.103,27.646
57.5,0.85,0.8299,0.0682,0.0697,1713.618,1.023,24.745
60.2,0.89,0.8373,0.0599,0.0636,1563.733,0.933,21.747
62.9,0.93,0.8398,0.0515,0.0569,1399.679,0.835,18.674
65.7,0.97,0.8352,0.0428,0.0497,1222.202,0.730,15.547
68.4,1.01,0.8197,0.0341,0.0421,1034.286,0.617,12.388
71.2,1.05,0.7856,0.0254,0.0340,835.930,0.499,9.230
73.9,1.09,0.7146,0.0168,0.0256,630.116,0.376,6.090
76.6,1.13,0.5506,0.0083,0.0170,418.338,0.249,3.003
79.4,1.17,-0.0001,0.0000,0.0083,203.576,0.121,0.000
