# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1349,0.0710,2923.143,1.469,69.010
3.2,0.04,0.0749,0.1346,0.0725,2983.545,1.500,68.903
6.5,0.08,0.1462,0.1344,0.0741,3050.658,1.533,68.792
9.7,0.12,0.2138,0.1342,0.0759,3124.482,1.570,68.663
13.0,0.16,0.2773,0.1339,0.0779,3204.272,1.611,68.507
16.2,0.20,0.3366,0.1335,0.0799,3290.028,1.654,68.307
19.5,0.24,0.3917,0.1330,0.0821,3379.512,1.698,68.044
22.7,0.28,0.4426,0.1323,0.0843,3470.487,1.744,67.693
25.9,0.32,0.4895,0.1314,0.0865,3561.463,1.790,67.217
29.2,0.36,0.5325,0.1301,0.0887,3648.709,1.834,66.590
32.4,0.40,0.5719,0.1285,0.0906,3728.499,1.874,65.767
35.7,0.44,0.6079,0.1265,0.0922,3797.104,1.908,64.717
38.9,0.48,0.6408,0.1239,0.0935,3849.303,1.935,63.392
42.2,0.52,0.6709,0.1207,0.0943,3880.622,1.950,61.768
45.4,0.56,0.6986,0.1169,0.0944,3886.588,1.953,59.811
48.6,0.60,0.7239,0.1124,0.0939,3863.471,1.942,57.502
51.9,0.65,0.7471,0.1071,0.0925,3806.798,1.914,54.829
55.1,0.69,0.7683,0.1012,0.0903,3715.077,1.867,51.786
58.4,0.73,0.7876,0.0945,0.0871,3585.325,1.802,48.383
61.6,0.77,0.8049,0.0873,0.0830,3417.543,1.718,44.656
64.8,0.81,0.8200,0.0795,0.0781,3215.458,1.616,40.666
68.1,0.85,0.8325,0.0713,0.0725,2982.799,1.499,36.471
71.3,0.89,0.8416,0.0627,0.0661,2721.059,1.368,32.107
74.6,0.93,0.8460,0.0540,0.0592,2434.710,1.224,27.619
77.8,0.97,0.8434,0.0450,0.0516,2125.990,1.068,23.042
81.1,1.01,0.8298,0.0360,0.0437,1797.882,0.904,18.402
84.3,1.05,0.7963,0.0268,0.0353,1454.115,0.731,13.741
87.5,1.09,0.7225,0.0178,0.0268,1101.399,0.554,9.088
90.8,1.13,0.5486,0.0088,0.0181,743.463,0.374,4.493
94.0,1.17,-0.0004,0.0000,0.0094,387.764,0.195,0.000
