# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1330,0.0671,402.678,0.385,18.847
1.7,0.04,0.0780,0.1326,0.0687,412.372,0.394,18.789
3.4,0.08,0.1518,0.1321,0.0703,422.066,0.403,18.723
5.1,0.12,0.2211,0.1315,0.0721,433.252,0.413,18.647
6.8,0.16,0.2858,0.1309,0.0741,444.437,0.424,18.554
8.6,0.20,0.3457,0.1301,0.0761,456.368,0.436,18.442
10.3,0.24,0.4009,0.1292,0.0781,469.045,0.448,18.309
12.0,0.28,0.4515,0.1280,0.0802,481.722,0.460,18.140
13.7,0.32,0.4977,0.1265,0.0822,493.653,0.471,17.935
15.4,0.36,0.5397,0.1248,0.0841,504.839,0.482,17.686
17.1,0.40,0.5779,0.1226,0.0858,514.533,0.492,17.384
18.8,0.44,0.6125,0.1201,0.0872,522.736,0.500,17.019
20.5,0.49,0.6439,0.1170,0.0882,528.701,0.505,16.587
22.2,0.53,0.6725,0.1134,0.0887,531.684,0.508,16.080
24.0,0.57,0.6985,0.1093,0.0886,531.684,0.508,15.493
25.7,0.61,0.7222,0.1046,0.0878,527.210,0.503,14.826
27.4,0.65,0.7437,0.0992,0.0863,518.261,0.495,14.070
29.1,0.69,0.7630,0.0933,0.0841,504.093,0.482,13.229
30.8,0.73,0.7801,0.0868,0.0810,486.196,0.464,12.308
32.5,0.77,0.7949,0.0798,0.0771,463.080,0.442,11.316
34.2,0.81,0.8069,0.0724,0.0726,435.489,0.416,10.271
35.9,0.85,0.8154,0.0648,0.0674,404.915,0.386,9.181
37.7,0.89,0.8195,0.0568,0.0617,369.867,0.354,8.056
39.4,0.93,0.8177,0.0487,0.0554,332.582,0.318,6.908
41.1,0.97,0.8076,0.0405,0.0487,292.314,0.279,5.747
42.8,1.01,0.7848,0.0323,0.0416,249.809,0.238,4.577
44.5,1.05,0.7409,0.0240,0.0341,204.322,0.195,3.407
46.2,1.09,0.6573,0.0159,0.0263,158.088,0.151,2.246
47.9,1.13,0.4821,0.0078,0.0184,110.364,0.105,1.108
49.6,1.17,0.0006,0.0000,0.0103,61.893,0.059,0.000
