# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1347,0.0692,2422.779,1.286,61.853
3.1,0.04,0.0767,0.1344,0.0707,2474.978,1.313,61.746
6.2,0.08,0.1496,0.1342,0.0724,2533.142,1.344,61.630
9.2,0.12,0.2184,0.1339,0.0742,2597.273,1.378,61.492
12.3,0.16,0.2829,0.1335,0.0762,2665.877,1.415,61.332
15.4,0.20,0.3430,0.1331,0.0783,2739.701,1.454,61.123
18.4,0.24,0.3986,0.1325,0.0805,2816.508,1.494,60.856
21.5,0.28,0.4498,0.1317,0.0827,2895.553,1.536,60.500
24.6,0.32,0.4966,0.1307,0.0850,2973.851,1.578,60.033
27.7,0.36,0.5394,0.1294,0.0871,3049.167,1.618,59.424
30.8,0.40,0.5783,0.1277,0.0891,3117.771,1.654,58.641
33.8,0.44,0.6137,0.1255,0.0908,3177.427,1.686,57.645
36.9,0.48,0.6459,0.1228,0.0921,3222.915,1.710,56.412
40.0,0.52,0.6753,0.1196,0.0929,3250.506,1.725,54.913
43.1,0.56,0.7021,0.1157,0.0931,3257.217,1.728,53.121
46.1,0.61,0.7266,0.1111,0.0925,3238.575,1.718,51.017
49.2,0.65,0.7491,0.1058,0.0912,3191.595,1.693,48.597
52.3,0.69,0.7697,0.0998,0.0890,3114.043,1.652,45.857
55.4,0.73,0.7885,0.0932,0.0859,3004.425,1.594,42.801
58.4,0.77,0.8054,0.0859,0.0818,2863.488,1.519,39.474
61.5,0.81,0.8200,0.0782,0.0770,2693.468,1.429,35.915
64.6,0.85,0.8320,0.0701,0.0714,2497.349,1.325,32.183
67.7,0.89,0.8406,0.0616,0.0651,2278.113,1.209,28.308
70.7,0.93,0.8445,0.0530,0.0582,2037.998,1.081,24.332
73.8,0.97,0.8416,0.0442,0.0508,1777.748,0.943,20.279
76.9,1.01,0.8282,0.0352,0.0429,1501.840,0.797,16.178
80.0,1.05,0.7963,0.0263,0.0346,1211.017,0.643,12.064
83.0,1.09,0.7269,0.0174,0.0260,910.500,0.483,7.971
86.1,1.13,0.5616,0.0086,0.0172,603.271,0.320,3.937
89.2,1.17,-0.0003,0.0000,0.0084,295.297,0.156,0.000
