# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1322,0.0693,52.199,0.099,4.684
0.9,0.04,0.0750,0.1317,0.0708,52.945,0.101,4.666
1.7,0.08,0.1460,0.1311,0.0724,54.436,0.104,4.648
2.6,0.12,0.2129,0.1305,0.0741,55.927,0.106,4.626
3.4,0.16,0.2753,0.1298,0.0760,56.673,0.109,4.599
4.3,0.20,0.3334,0.1289,0.0779,58.165,0.112,4.568
5.1,0.24,0.3870,0.1278,0.0799,59.656,0.114,4.528
6.0,0.28,0.4362,0.1265,0.0818,61.147,0.117,4.484
6.8,0.32,0.4813,0.1250,0.0837,62.639,0.120,4.430
7.7,0.36,0.5225,0.1231,0.0855,64.130,0.122,4.364
8.5,0.40,0.5600,0.1209,0.0870,65.622,0.125,4.284
9.4,0.44,0.5941,0.1182,0.0883,66.367,0.126,4.190
10.2,0.48,0.6250,0.1151,0.0891,67.113,0.128,4.079
11.1,0.52,0.6532,0.1115,0.0895,67.113,0.128,3.954
11.9,0.56,0.6787,0.1074,0.0893,67.113,0.128,3.808
12.8,0.60,0.7018,0.1027,0.0885,66.367,0.127,3.639
13.7,0.65,0.7226,0.0974,0.0869,64.876,0.125,3.452
14.5,0.69,0.7410,0.0916,0.0847,63.384,0.121,3.243
15.4,0.73,0.7569,0.0852,0.0816,61.147,0.117,3.016
16.2,0.77,0.7700,0.0783,0.0779,58.165,0.112,2.776
17.1,0.81,0.7797,0.0711,0.0735,55.182,0.105,2.518
17.9,0.85,0.7853,0.0635,0.0685,51.453,0.098,2.251
18.8,0.89,0.7855,0.0558,0.0630,46.979,0.090,1.975
19.6,0.93,0.7786,0.0479,0.0570,42.505,0.082,1.695
20.5,0.97,0.7618,0.0398,0.0506,38.031,0.072,1.410
21.3,1.01,0.7304,0.0317,0.0438,32.811,0.063,1.125
22.2,1.05,0.6757,0.0236,0.0367,27.591,0.053,0.836
23.0,1.09,0.5801,0.0156,0.0293,21.625,0.042,0.552
23.9,1.13,0.4007,0.0077,0.0217,16.405,0.031,0.271
24.7,1.17,0.0020,0.0000,0.0141,10.440,0.020,0.000
