# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1328,0.0673,294.551,0.312,15.249
1.5,0.04,0.0777,0.1324,0.0688,301.263,0.320,15.200
3.1,0.08,0.1512,0.1319,0.0705,308.720,0.327,15.142
4.6,0.12,0.2203,0.1313,0.0723,316.177,0.336,15.075
6.2,0.16,0.2847,0.1306,0.0742,324.379,0.344,14.999
7.7,0.20,0.3444,0.1298,0.0762,333.328,0.354,14.906
9.2,0.24,0.3994,0.1288,0.0782,342.276,0.363,14.795
10.8,0.28,0.4498,0.1276,0.0803,351.225,0.373,14.657
12.3,0.32,0.4959,0.1262,0.0823,360.173,0.382,14.488
13.9,0.36,0.5378,0.1244,0.0841,368.376,0.391,14.283
15.4,0.40,0.5758,0.1222,0.0858,375.087,0.398,14.034
16.9,0.44,0.6104,0.1196,0.0871,381.053,0.404,13.736
18.5,0.48,0.6418,0.1166,0.0881,385.527,0.409,13.385
20.0,0.53,0.6703,0.1130,0.0886,387.018,0.411,12.971
21.6,0.57,0.6962,0.1088,0.0884,387.018,0.411,12.495
23.1,0.61,0.7198,0.1041,0.0877,383.290,0.407,11.952
24.6,0.65,0.7411,0.0988,0.0862,377.324,0.400,11.343
26.2,0.69,0.7603,0.0929,0.0839,366.884,0.390,10.662
27.7,0.73,0.7773,0.0864,0.0809,353.462,0.375,9.920
29.3,0.77,0.7917,0.0794,0.0770,337.056,0.357,9.119
30.8,0.81,0.8034,0.0721,0.0725,316.922,0.337,8.274
32.3,0.85,0.8114,0.0644,0.0674,294.551,0.313,7.393
33.9,0.89,0.8149,0.0565,0.0617,269.943,0.286,6.490
35.4,0.93,0.8123,0.0485,0.0555,242.352,0.257,5.565
37.0,0.97,0.8011,0.0403,0.0488,213.270,0.227,4.631
38.5,1.01,0.7769,0.0321,0.0418,182.696,0.194,3.688
40.0,1.05,0.7312,0.0239,0.0344,150.631,0.159,2.745
41.6,1.09,0.6453,0.0158,0.0267,116.329,0.124,1.810
43.1,1.13,0.4688,0.0078,0.0188,82.027,0.087,0.894
44.7,1.17,0.0008,0.0000,0.0108,46.979,0.050,0.000
