# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1320,0.0704,26.845,0.065,2.994
0.7,0.04,0.0737,0.1315,0.0719,27.591,0.066,2.985
1.4,0.08,0.1435,0.1309,0.0735,28.337,0.067,2.971
2.0,0.12,0.2092,0.1303,0.0752,29.082,0.069,2.954
2.7,0.16,0.2707,0.1295,0.0770,29.828,0.071,2.940
3.4,0.20,0.3280,0.1286,0.0789,30.574,0.072,2.918
4.1,0.24,0.3809,0.1276,0.0809,31.319,0.074,2.891
4.8,0.28,0.4296,0.1263,0.0828,32.065,0.076,2.865
5.5,0.32,0.4743,0.1247,0.0847,32.811,0.078,2.829
6.1,0.36,0.5151,0.1228,0.0864,32.811,0.079,2.785
6.8,0.40,0.5523,0.1206,0.0879,33.556,0.081,2.736
7.5,0.44,0.5861,0.1180,0.0891,34.302,0.082,2.673
8.2,0.48,0.6169,0.1149,0.0899,34.302,0.082,2.607
8.9,0.52,0.6449,0.1113,0.0903,34.302,0.083,2.522
9.5,0.56,0.6703,0.1071,0.0901,34.302,0.083,2.429
10.2,0.60,0.6932,0.1024,0.0892,34.302,0.082,2.322
10.9,0.64,0.7138,0.0972,0.0877,33.556,0.080,2.202
11.6,0.68,0.7319,0.0914,0.0854,32.811,0.078,2.073
12.3,0.72,0.7474,0.0850,0.0824,31.319,0.076,1.926
13.0,0.76,0.7600,0.0782,0.0786,30.574,0.072,1.775
13.6,0.81,0.7690,0.0710,0.0743,28.337,0.068,1.610
14.3,0.85,0.7737,0.0634,0.0693,26.845,0.064,1.441
15.0,0.89,0.7727,0.0557,0.0639,24.608,0.059,1.263
15.7,0.93,0.7643,0.0478,0.0579,22.371,0.053,1.085
16.4,0.97,0.7455,0.0398,0.0516,20.134,0.047,0.903
17.0,1.01,0.7116,0.0317,0.0449,17.151,0.041,0.721
17.7,1.05,0.6539,0.0237,0.0379,14.168,0.035,0.538
18.4,1.09,0.5556,0.0156,0.0306,11.931,0.028,0.356
19.1,1.13,0.3771,0.0077,0.0231,8.948,0.021,0.173
19.8,1.17,0.0029,0.0000,0.0156,5.966,0.014,0.000
